Zipcode,Income 50-74K,Income 75-100K,High School Diploma,Bachelor's Degree,Non Poverty Family,Poverty Family
85054,0.0,0.0,546.0,2438.0,305.0,0.0
85234,57.0,26.0,5262.0,7691.0,7263.0,642.0
85251,49.0,10.0,3609.0,9821.0,1722.0,804.0
85263,32.0,0.0,349.0,877.0,0.0,0.0
85268,93.0,115.0,3380.0,6174.0,1797.0,45.0
85305,12.0,0.0,1606.0,1338.0,1223.0,55.0
85342,0.0,0.0,352.0,99.0,52.0,0.0
85349,0.0,0.0,1845.0,972.0,3184.0,1244.0
85353,10.0,0.0,5928.0,2198.0,4876.0,563.0
85354,0.0,0.0,1033.0,339.0,1035.0,23.0
85390,45.0,0.0,1745.0,1040.0,574.0,244.0
85540,0.0,0.0,479.0,216.0,369.0,0.0
85541,48.0,18.0,3574.0,2619.0,1286.0,168.0
88134,0.0,0.0,73.0,0.0,0.0,0.0
88114,0.0,0.0,7.0,0.0,0.0,0.0
88120,0.0,0.0,88.0,15.0,18.0,0.0
88126,0.0,0.0,4.0,0.0,0.0,0.0
88301,0.0,0.0,250.0,76.0,76.0,0.0
88312,51.0,0.0,328.0,820.0,215.0,0.0
88336,0.0,0.0,80.0,39.0,70.0,13.0
88338,0.0,0.0,26.0,16.0,24.0,0.0
88410,0.0,0.0,0.0,21.0,47.0,0.0
88419,0.0,2.0,31.0,25.0,14.0,0.0
88042,0.0,0.0,13.0,40.0,0.0,0.0
88072,0.0,0.0,142.0,79.0,40.0,222.0
88113,0.0,0.0,8.0,2.0,10.0,0.0
88254,0.0,0.0,31.0,0.0,0.0,0.0
88267,0.0,0.0,232.0,92.0,180.0,4.0
88321,0.0,0.0,50.0,4.0,0.0,0.0
88011,0.0,0.0,2746.0,4950.0,2272.0,295.0
88020,0.0,0.0,113.0,47.0,70.0,31.0
88030,0.0,1.0,3484.0,1312.0,1777.0,501.0
88047,0.0,0.0,151.0,286.0,451.0,30.0
88012,9.0,0.0,2816.0,2907.0,2446.0,700.0
88029,0.0,0.0,95.0,30.0,70.0,63.0
88033,0.0,0.0,0.0,0.0,0.0,0.0
88044,0.0,0.0,590.0,213.0,287.0,18.0
88112,0.0,0.0,21.0,34.0,9.0,6.0
88265,0.0,0.0,10.0,12.0,0.0,0.0
88268,0.0,0.0,57.0,0.0,0.0,0.0
88416,0.0,0.0,0.0,0.0,0.0,0.0
88053,0.0,0.0,27.0,0.0,55.0,0.0
88024,0.0,0.0,31.0,15.0,32.0,73.0
88051,0.0,0.0,12.0,62.0,8.0,0.0
88063,0.0,0.0,1438.0,563.0,977.0,478.0
88116,2.0,0.0,57.0,32.0,29.0,6.0
88132,3.0,0.0,36.0,28.0,72.0,9.0
88135,0.0,0.0,174.0,87.0,193.0,52.0
88201,8.0,0.0,3272.0,3206.0,2736.0,387.0
88210,0.0,0.0,3704.0,1284.0,2174.0,385.0
88240,0.0,0.0,5781.0,1977.0,4714.0,913.0
88253,0.0,0.0,127.0,47.0,77.0,2.0
88255,0.0,0.0,11.0,0.0,0.0,0.0
88310,0.0,0.0,5479.0,2701.0,2721.0,415.0
88323,0.0,0.0,0.0,0.0,0.0,0.0
88324,0.0,0.0,67.0,3.0,37.0,0.0
88344,0.0,0.0,12.0,0.0,0.0,0.0
88418,0.0,0.0,44.0,11.0,11.0,0.0
88422,0.0,0.0,23.0,26.0,18.0,0.0
88424,0.0,0.0,37.0,9.0,4.0,0.0
88427,0.0,0.0,69.0,31.0,6.0,0.0
88435,0.0,0.0,832.0,248.0,277.0,0.0
88004,0.0,0.0,107.0,0.0,0.0,0.0
88421,0.0,0.0,0.0,0.0,0.0,0.0
88426,0.0,0.0,382.0,65.0,86.0,15.0
88232,0.0,0.0,348.0,113.0,252.0,75.0
88256,0.0,0.0,450.0,64.0,153.0,0.0
88262,0.0,0.0,2.0,0.0,2.0,0.0
88264,0.0,0.0,9.0,0.0,0.0,0.0
88316,0.0,0.0,547.0,279.0,128.0,31.0
88325,0.0,0.0,55.0,55.0,23.0,0.0
88337,9.0,0.0,459.0,224.0,171.0,8.0
88346,0.0,0.0,428.0,214.0,390.0,15.0
88347,0.0,0.0,15.0,32.0,0.0,0.0
88353,0.0,0.0,85.0,5.0,76.0,0.0
88354,0.0,0.0,0.0,0.0,0.0,0.0
88430,0.0,0.0,20.0,13.0,0.0,0.0
88340,0.0,0.0,590.0,122.0,217.0,46.0
88352,0.0,0.0,942.0,298.0,273.0,0.0
88401,0.0,0.0,1294.0,313.0,388.0,0.0
88411,0.0,0.0,3.0,5.0,0.0,0.0
88431,0.0,0.0,0.0,10.0,11.0,0.0
88436,0.0,0.0,17.0,0.0,0.0,0.0
88021,0.0,0.0,2317.0,833.0,1200.0,1271.0
88003,0.0,0.0,0.0,0.0,0.0,0.0
88008,0.0,0.0,845.0,798.0,856.0,112.0
88040,0.0,0.0,12.0,27.0,0.0,0.0
88041,0.0,0.0,273.0,105.0,12.0,0.0
88043,0.0,0.0,378.0,100.0,187.0,51.0
88052,0.0,0.0,0.0,0.0,0.0,0.0
88061,21.0,0.0,2196.0,2257.0,1094.0,244.0
88065,0.0,0.0,42.0,43.0,60.0,0.0
88101,14.0,0.0,6215.0,3685.0,3965.0,685.0
88039,0.0,0.0,41.0,108.0,30.0,0.0
88027,0.0,0.0,40.0,10.0,0.0,8.0
88119,0.0,0.0,329.0,72.0,210.0,51.0
88314,0.0,0.0,0.0,0.0,0.0,0.0
88317,0.0,0.0,215.0,198.0,148.0,6.0
88330,0.0,0.0,202.0,297.0,436.0,14.0
88341,0.0,0.0,156.0,79.0,20.0,0.0
88343,0.0,0.0,2.0,4.0,0.0,0.0
88351,0.0,0.0,41.0,12.0,18.0,0.0
88414,0.0,0.0,14.0,0.0,6.0,0.0
88434,0.0,0.0,67.0,50.0,74.0,0.0
88001,0.0,0.0,3652.0,2962.0,2009.0,551.0
88022,0.0,0.0,179.0,67.0,123.0,50.0
88023,0.0,0.0,520.0,184.0,223.0,65.0
88025,0.0,0.0,96.0,30.0,0.0,0.0
88242,0.0,0.0,1162.0,437.0,1011.0,94.0
88115,0.0,0.0,12.0,4.0,0.0,5.0
88220,19.0,0.0,6841.0,2247.0,3235.0,219.0
88231,0.0,0.0,475.0,139.0,375.0,61.0
88002,0.0,0.0,56.0,141.0,220.0,0.0
91106,181.0,55.0,1778.0,5792.0,1345.0,54.0
91107,252.0,64.0,2800.0,7460.0,2687.0,161.0
91355,121.0,100.0,2680.0,6593.0,3847.0,48.0
91401,184.0,159.0,5532.0,6652.0,2791.0,865.0
91406,144.0,9.0,7761.0,6706.0,4106.0,1226.0
91423,252.0,129.0,2459.0,9920.0,2075.0,30.0
91502,0.0,0.0,1844.0,2166.0,523.0,298.0
91602,118.0,124.0,1577.0,6380.0,870.0,25.0
91706,113.0,31.0,14983.0,5007.0,7517.0,1776.0
91710,299.0,124.0,11482.0,8316.0,7675.0,976.0
91711,178.0,83.0,2215.0,5654.0,3388.0,449.0
91906,16.0,0.0,440.0,249.0,110.0,0.0
91913,509.0,134.0,3635.0,7959.0,6488.0,808.0
91942,34.0,67.0,4918.0,6694.0,2987.0,100.0
91948,0.0,0.0,14.0,0.0,0.0,0.0
91962,6.0,0.0,334.0,343.0,420.0,0.0
91978,0.0,0.0,1306.0,1212.0,1212.0,34.0
91001,346.0,202.0,3842.0,6194.0,3048.0,365.0
91354,131.0,68.0,2345.0,6466.0,5024.0,59.0
91010,75.0,30.0,4005.0,2959.0,2118.0,303.0
91203,27.0,0.0,2573.0,2428.0,945.0,210.0
91340,141.0,26.0,6341.0,1542.0,3584.0,929.0
91362,338.0,218.0,2956.0,8299.0,4498.0,0.0
91364,370.0,211.0,3019.0,6486.0,2232.0,80.0
91202,123.0,52.0,3137.0,4704.0,1538.0,324.0
91207,61.0,49.0,1272.0,2342.0,873.0,119.0
91208,211.0,66.0,1570.0,4113.0,1899.0,106.0
91214,308.0,85.0,3226.0,7079.0,3896.0,158.0
91307,229.0,129.0,3143.0,5719.0,3383.0,54.0
91311,251.0,193.0,5237.0,7424.0,3395.0,142.0
91344,463.0,251.0,7493.0,9396.0,5907.0,152.0
91730,356.0,29.0,8289.0,8443.0,6043.0,772.0
91764,82.0,5.0,8096.0,3550.0,4478.0,909.0
91775,115.0,122.0,3417.0,5921.0,2615.0,201.0
91790,139.0,42.0,8461.0,5481.0,4378.0,476.0
91977,315.0,21.0,8491.0,6097.0,5383.0,554.0
91020,3.0,12.0,958.0,1519.0,731.0,50.0
91030,117.0,99.0,1783.0,6142.0,2996.0,238.0
91104,210.0,89.0,4547.0,6971.0,3078.0,357.0
91205,98.0,8.0,5742.0,5898.0,1985.0,832.0
91007,185.0,109.0,4341.0,7826.0,3988.0,130.0
91042,194.0,74.0,4471.0,2939.0,1781.0,206.0
91206,198.0,67.0,4953.0,7646.0,2052.0,455.0
91301,289.0,143.0,2311.0,5963.0,3296.0,111.0
91320,166.0,173.0,4282.0,8700.0,6911.0,202.0
91321,111.0,93.0,4218.0,3849.0,3174.0,599.0
91350,313.0,55.0,4148.0,5859.0,5111.0,294.0
91351,113.0,69.0,4409.0,3832.0,4014.0,185.0
91361,115.0,110.0,1328.0,5757.0,2578.0,30.0
91601,89.0,30.0,4835.0,8300.0,1398.0,408.0
91606,134.0,0.0,6954.0,5079.0,3480.0,841.0
91732,127.0,15.0,10509.0,4308.0,4522.0,1167.0
91755,185.0,10.0,5318.0,4526.0,1895.0,484.0
91801,155.0,45.0,9132.0,9907.0,3488.0,599.0
91803,91.0,45.0,5088.0,4292.0,2565.0,283.0
91786,170.0,16.0,8114.0,6281.0,4012.0,685.0
91789,307.0,94.0,4284.0,11338.0,4758.0,246.0
91791,219.0,71.0,5092.0,5196.0,3357.0,281.0
91360,269.0,60.0,4137.0,7541.0,4403.0,91.0
91040,101.0,56.0,3448.0,3513.0,1650.0,41.0
91352,216.0,13.0,7493.0,3906.0,4189.0,1092.0
91101,17.0,0.0,1663.0,5084.0,429.0,293.0
91316,293.0,122.0,3405.0,7198.0,2304.0,253.0
91504,145.0,29.0,3049.0,5103.0,2522.0,75.0
91724,133.0,34.0,3825.0,3995.0,2119.0,101.0
91103,112.0,37.0,3528.0,3461.0,1993.0,537.0
91330,0.0,0.0,0.0,93.0,0.0,0.0
91210,0.0,0.0,41.0,171.0,118.0,56.0
91371,0.0,0.0,0.0,0.0,0.0,0.0
91008,11.0,8.0,135.0,332.0,69.0,0.0
91390,170.0,64.0,2337.0,3115.0,2686.0,70.0
91046,0.0,0.0,74.0,37.0,0.0,0.0
91915,289.0,44.0,2592.0,6066.0,5104.0,265.0
91387,208.0,220.0,4735.0,6168.0,4639.0,519.0
91708,11.0,0.0,250.0,425.0,336.0,0.0
85295,14.0,0.0,3586.0,7987.0,7441.0,133.0
85083,108.0,0.0,1763.0,3819.0,3231.0,70.0
85042,32.0,0.0,6251.0,3970.0,3762.0,1382.0
85387,43.0,0.0,1952.0,2006.0,366.0,89.0
85622,0.0,0.0,952.0,1822.0,0.0,0.0
85756,20.0,0.0,4733.0,2723.0,3156.0,582.0
85723,0.0,0.0,0.0,0.0,0.0,0.0
85341,0.0,0.0,0.0,0.0,0.0,0.0
85123,0.0,0.0,1717.0,668.0,892.0,220.0
85140,17.0,0.0,6431.0,3938.0,7031.0,948.0
85266,30.0,26.0,1209.0,3931.0,1083.0,167.0
85298,98.0,0.0,2294.0,5656.0,5272.0,200.0
85139,8.0,0.0,2712.0,1178.0,1870.0,424.0
85755,26.0,7.0,1678.0,3562.0,1640.0,24.0
85658,9.0,14.0,866.0,2528.0,655.0,25.0
85132,0.0,0.0,4968.0,2042.0,2169.0,87.0
85122,54.0,0.0,8718.0,3328.0,5040.0,738.0
85194,28.0,0.0,1283.0,776.0,535.0,57.0
85121,0.0,0.0,399.0,58.0,127.0,90.0
85119,59.0,8.0,4764.0,2012.0,1090.0,126.0
89441,12.0,10.0,2086.0,1147.0,2222.0,36.0
89166,18.0,0.0,2609.0,2594.0,2197.0,0.0
89460,41.0,15.0,2657.0,1183.0,1220.0,86.0
89521,109.0,0.0,3117.0,5711.0,3654.0,143.0
89438,0.0,0.0,11.0,15.0,12.0,0.0
89045,0.0,0.0,560.0,133.0,165.0,0.0
89402,0.0,0.0,0.0,8.0,0.0,0.0
89702,0.0,0.0,0.0,0.0,0.0,0.0
80133,5.0,0.0,385.0,371.0,144.0,71.0
80111,155.0,45.0,1253.0,8948.0,4794.0,188.0
80123,174.0,30.0,5068.0,10025.0,4782.0,174.0
80126,47.0,36.0,2309.0,11643.0,7656.0,208.0
80215,30.0,0.0,2031.0,3397.0,1423.0,20.0
80116,28.0,0.0,317.0,1078.0,537.0,0.0
80120,0.0,6.0,3192.0,6703.0,2225.0,171.0
80205,46.0,13.0,2796.0,7520.0,1105.0,461.0
80219,0.0,0.0,10698.0,4464.0,6627.0,1945.0
80220,42.0,12.0,2505.0,8522.0,2207.0,601.0
80228,68.0,32.0,3781.0,7549.0,2529.0,134.0
80230,44.0,0.0,448.0,2348.0,1032.0,34.0
80236,12.0,14.0,2272.0,2023.0,1850.0,157.0
80237,39.0,5.0,1556.0,5710.0,1333.0,6.0
80241,12.0,0.0,4631.0,5370.0,4727.0,0.0
80249,0.0,14.0,4287.0,3091.0,3732.0,326.0
80260,16.0,0.0,5152.0,1842.0,2865.0,774.0
80264,0.0,0.0,0.0,0.0,0.0,0.0
80293,0.0,0.0,0.0,0.0,0.0,0.0
80304,132.0,7.0,1070.0,7096.0,2590.0,201.0
80002,7.0,8.0,2744.0,2500.0,1304.0,303.0
80004,42.0,0.0,5542.0,6094.0,3526.0,125.0
80022,22.0,0.0,6873.0,3600.0,6426.0,1239.0
80026,50.0,25.0,2468.0,6837.0,3266.0,152.0
80033,39.0,0.0,4228.0,4061.0,1432.0,106.0
80860,15.0,0.0,127.0,124.0,32.0,0.0
80915,0.0,0.0,3354.0,2303.0,2320.0,109.0
80917,52.0,0.0,4050.0,4345.0,2408.0,155.0
80928,0.0,0.0,193.0,87.0,215.0,0.0
80906,91.0,36.0,2625.0,6291.0,3432.0,262.0
80921,27.0,41.0,1159.0,4642.0,4081.0,249.0
80930,0.0,0.0,174.0,202.0,147.0,0.0
80749,0.0,0.0,68.0,43.0,29.0,0.0
80754,0.0,0.0,26.0,37.0,30.0,0.0
80757,1.0,0.0,53.0,35.0,53.0,0.0
80758,0.0,0.0,587.0,291.0,524.0,0.0
80804,0.0,0.0,51.0,29.0,22.0,0.0
80815,0.0,0.0,218.0,75.0,98.0,2.0
80816,15.0,18.0,1358.0,661.0,359.0,0.0
80817,0.0,0.0,4133.0,2843.0,3666.0,233.0
80835,0.0,0.0,124.0,198.0,131.0,1.0
80862,0.0,0.0,11.0,6.0,5.0,0.0
80863,16.0,0.0,1470.0,2261.0,1498.0,105.0
80547,3.0,0.0,251.0,415.0,297.0,36.0
80425,0.0,0.0,0.0,69.0,0.0,0.0
80466,18.0,0.0,305.0,967.0,199.0,0.0
80524,38.0,23.0,3578.0,6195.0,2981.0,249.0
80615,16.0,0.0,1284.0,1052.0,948.0,50.0
80621,51.0,0.0,2113.0,780.0,1587.0,0.0
80623,0.0,0.0,174.0,79.0,73.0,9.0
80729,0.0,0.0,103.0,112.0,77.0,6.0
80740,0.0,0.0,38.0,6.0,16.0,0.0
80209,59.0,16.0,1115.0,8867.0,1057.0,0.0
80212,56.0,0.0,1986.0,5267.0,1240.0,11.0
80214,16.0,44.0,3064.0,3569.0,1288.0,408.0
80227,69.0,9.0,4600.0,6345.0,2905.0,209.0
80440,0.0,0.0,361.0,234.0,433.0,0.0
80448,0.0,0.0,38.0,16.0,0.0,0.0
80452,0.0,0.0,571.0,516.0,280.0,0.0
80463,0.0,13.0,47.0,17.0,18.0,0.0
80465,12.0,5.0,1785.0,3423.0,1940.0,43.0
80480,0.0,0.0,274.0,138.0,130.0,55.0
80513,100.0,0.0,2021.0,1843.0,1426.0,42.0
80534,40.0,0.0,2448.0,2842.0,2323.0,0.0
80536,33.0,0.0,280.0,557.0,250.0,0.0
80550,96.0,27.0,3156.0,4775.0,4344.0,156.0
80021,68.0,2.0,3604.0,6861.0,3004.0,37.0
85135,0.0,0.0,96.0,0.0,30.0,6.0
85147,0.0,0.0,800.0,91.0,79.0,61.0
85141,0.0,0.0,72.0,17.0,14.0,23.0
85620,0.0,0.0,150.0,28.0,59.0,70.0
85912,0.0,0.0,38.0,0.0,0.0,0.0
85707,0.0,0.0,0.0,0.0,0.0,0.0
85726,0.0,0.0,0.0,0.0,0.0,0.0
85724,0.0,0.0,0.0,0.0,0.0,0.0
85551,0.0,0.0,92.0,19.0,27.0,0.0
85757,0.0,0.0,2307.0,1432.0,1713.0,307.0
85143,0.0,0.0,5430.0,2873.0,5466.0,400.0
85128,0.0,0.0,2683.0,888.0,1238.0,442.0
85138,8.0,0.0,5223.0,3844.0,4978.0,274.0
92310,0.0,0.0,383.0,824.0,1191.0,110.0
92835,105.0,145.0,1863.0,4785.0,2669.0,69.0
92840,184.0,14.0,7810.0,5669.0,4750.0,917.0
92881,100.0,82.0,4283.0,4053.0,5473.0,88.0
92314,58.0,0.0,2346.0,887.0,803.0,106.0
92321,0.0,0.0,142.0,175.0,63.0,75.0
92054,58.0,19.0,4603.0,5538.0,3140.0,235.0
92056,193.0,93.0,7148.0,8564.0,4600.0,627.0
92066,5.0,0.0,120.0,32.0,40.0,76.0
92091,33.0,0.0,114.0,497.0,138.0,0.0
92103,250.0,61.0,2733.0,10359.0,1266.0,41.0
92113,75.0,5.0,7072.0,1676.0,3802.0,1833.0
92116,73.0,7.0,2986.0,8717.0,851.0,155.0
92118,187.0,83.0,1369.0,4968.0,2344.0,18.0
92060,0.0,0.0,10.0,0.0,0.0,0.0
92075,92.0,32.0,919.0,3551.0,1128.0,23.0
92083,101.0,23.0,6509.0,2245.0,3554.0,352.0
92084,266.0,134.0,7831.0,5639.0,4713.0,1069.0
92104,186.0,47.0,4394.0,9929.0,1754.0,375.0
92325,27.0,0.0,1373.0,822.0,762.0,135.0
92333,0.0,0.0,81.0,41.0,0.0,0.0
92336,623.0,110.0,13182.0,9343.0,13457.0,1495.0
92365,0.0,0.0,435.0,182.0,330.0,32.0
92389,0.0,0.0,20.0,7.0,2.0,13.0
92398,0.0,0.0,132.0,63.0,334.0,37.0
92562,160.0,85.0,7401.0,7970.0,8269.0,502.0
92606,210.0,51.0,1549.0,5562.0,3169.0,160.0
92802,112.0,21.0,6117.0,4038.0,3332.0,1263.0
92501,0.0,8.0,3554.0,1796.0,1699.0,472.0
92508,183.0,8.0,4777.0,4812.0,5445.0,215.0
92518,0.0,0.0,103.0,170.0,0.0,0.0
92705,245.0,113.0,4693.0,8046.0,5850.0,597.0
92883,219.0,36.0,4288.0,4829.0,5390.0,221.0
92536,10.0,0.0,572.0,187.0,282.0,67.0
92557,64.0,32.0,8150.0,3754.0,5454.0,781.0
92571,153.0,32.0,7957.0,2262.0,6795.0,1310.0
92582,45.0,0.0,2251.0,1300.0,2501.0,230.0
92584,175.0,15.0,6678.0,4873.0,7675.0,257.0
92587,45.0,9.0,3123.0,1627.0,1691.0,236.0
92590,0.0,96.0,551.0,507.0,254.0,11.0
92620,351.0,127.0,2326.0,13401.0,6600.0,747.0
92630,382.0,108.0,6620.0,12068.0,5884.0,266.0
92657,52.0,28.0,540.0,2629.0,1179.0,30.0
92660,266.0,185.0,1398.0,10660.0,4762.0,0.0
92694,69.0,149.0,1235.0,6799.0,5659.0,7.0
92704,264.0,31.0,11166.0,5894.0,8214.0,2155.0
92867,164.0,82.0,4335.0,7117.0,5063.0,378.0
92880,458.0,174.0,7647.0,9537.0,10543.0,666.0
92886,403.0,180.0,4309.0,11562.0,6951.0,207.0
92391,0.0,0.0,319.0,165.0,247.0,237.0
92135,0.0,0.0,65.0,51.0,0.0,0.0
92145,22.0,0.0,175.0,238.0,453.0,0.0
92019,197.0,77.0,6026.0,6679.0,4189.0,605.0
92805,269.0,31.0,9648.0,5854.0,6782.0,1918.0
92596,143.0,6.0,2997.0,3425.0,4889.0,380.0
92780,241.0,9.0,7707.0,9070.0,5052.0,685.0
92678,11.0,0.0,46.0,100.0,48.0,0.0
92603,242.0,122.0,514.0,6225.0,3525.0,48.0
92222,0.0,0.0,0.0,0.0,0.0,0.0
92394,0.0,0.0,5113.0,1198.0,3424.0,1052.0
92544,34.0,0.0,8358.0,2502.0,4097.0,814.0
92385,0.0,0.0,38.0,37.0,27.0,0.0
92378,0.0,0.0,41.0,17.0,13.0,0.0
92055,0.0,0.0,684.0,180.0,112.0,0.0
92134,0.0,0.0,19.0,9.0,0.0,0.0
92132,0.0,0.0,0.0,0.0,0.0,0.0
92322,0.0,0.0,163.0,44.0,16.0,0.0
92140,0.0,0.0,251.0,40.0,0.0,0.0
92637,32.0,10.0,2915.0,3803.0,0.0,0.0
92011,205.0,171.0,1277.0,6427.0,3156.0,208.0
92010,94.0,0.0,1490.0,3109.0,1672.0,24.0
94613,0.0,0.0,4.0,25.0,0.0,4.0
94025,226.0,135.0,2096.0,8019.0,5496.0,99.0
94963,5.0,0.0,64.0,201.0,0.0,0.0
94573,0.0,0.0,0.0,10.0,10.0,0.0
94957,0.0,8.0,13.0,414.0,259.0,0.0
94534,168.0,30.0,3945.0,7383.0,4547.0,64.0
94720,0.0,0.0,14.0,221.0,25.0,0.0
94531,192.0,29.0,5119.0,5763.0,4847.0,81.0
94582,191.0,167.0,1531.0,10163.0,8931.0,354.0
94158,46.0,29.0,370.0,2334.0,128.0,0.0
94503,100.0,5.0,1951.0,3026.0,2787.0,89.0
94551,142.0,107.0,5135.0,7789.0,5282.0,157.0
94505,83.0,53.0,2212.0,2229.0,2046.0,103.0
94597,122.0,74.0,1561.0,7094.0,1918.0,131.0
94548,0.0,0.0,18.0,106.0,55.0,21.0
61432,0.0,0.0,145.0,59.0,65.0,0.0
61378,0.0,0.0,171.0,19.0,30.0,13.0
61410,0.0,0.0,1021.0,259.0,249.0,19.0
61420,0.0,0.0,307.0,119.0,83.0,7.0
61440,0.0,0.0,186.0,114.0,47.0,7.0
61441,0.0,0.0,318.0,105.0,105.0,19.0
61449,0.0,0.0,113.0,12.0,20.0,12.0
61467,0.0,0.0,229.0,140.0,210.0,8.0
61468,0.0,0.0,10.0,0.0,12.0,0.0
61482,0.0,0.0,149.0,40.0,43.0,4.0
61517,0.0,0.0,609.0,446.0,315.0,0.0
61531,0.0,0.0,528.0,420.0,353.0,8.0
61532,0.0,0.0,66.0,80.0,70.0,1.0
61536,0.0,0.0,792.0,238.0,293.0,3.0
61541,0.0,0.0,35.0,0.0,3.0,0.0
61542,0.0,0.0,836.0,367.0,393.0,8.0
61554,0.0,4.0,8998.0,3929.0,4007.0,323.0
61570,0.0,0.0,414.0,132.0,183.0,12.0
61730,0.0,0.0,74.0,39.0,23.0,0.0
61734,0.0,0.0,646.0,284.0,288.0,34.0
61735,0.0,0.0,122.0,61.0,40.0,18.0
61736,0.0,0.0,281.0,340.0,272.0,0.0
61011,0.0,0.0,381.0,291.0,168.0,0.0
61012,13.0,0.0,508.0,130.0,271.0,52.0
61019,13.0,0.0,731.0,511.0,382.0,23.0
61021,14.0,0.0,4186.0,2071.0,1794.0,96.0
61038,0.0,0.0,333.0,49.0,74.0,17.0
61042,0.0,0.0,167.0,28.0,34.0,0.0
61070,0.0,0.0,352.0,88.0,164.0,27.0
61073,62.0,0.0,3195.0,2547.0,2590.0,92.0
61075,4.0,0.0,321.0,101.0,85.0,11.0
61250,0.0,0.0,694.0,235.0,331.0,0.0
61260,0.0,0.0,320.0,32.0,100.0,18.0
61264,3.0,0.0,2544.0,868.0,1040.0,86.0
61273,0.0,0.0,638.0,408.0,328.0,5.0
61276,0.0,0.0,25.0,8.0,34.0,0.0
61277,0.0,0.0,695.0,345.0,296.0,12.0
61282,0.0,0.0,1220.0,379.0,689.0,32.0
61312,0.0,0.0,129.0,46.0,36.0,6.0
61319,0.0,0.0,309.0,75.0,84.0,8.0
61335,0.0,0.0,191.0,47.0,70.0,0.0
61341,0.0,13.0,1768.0,559.0,834.0,85.0
61346,0.0,0.0,26.0,2.0,2.0,0.0
61360,5.0,0.0,813.0,270.0,495.0,12.0
61367,7.0,0.0,215.0,75.0,23.0,1.0
61370,0.0,0.0,340.0,100.0,237.0,0.0
61412,0.0,0.0,266.0,175.0,205.0,5.0
61422,0.0,0.0,717.0,241.0,350.0,0.0
61423,0.0,0.0,104.0,70.0,60.0,43.0
61425,0.0,0.0,138.0,73.0,0.0,0.0
61283,0.0,0.0,305.0,114.0,254.0,36.0
61329,0.0,0.0,242.0,102.0,123.0,0.0
61334,1.0,0.0,143.0,64.0,63.0,7.0
61344,0.0,0.0,96.0,39.0,55.0,0.0
61359,0.0,0.0,66.0,20.0,52.0,0.0
61363,0.0,0.0,54.0,3.0,8.0,8.0
61373,0.0,0.0,530.0,210.0,251.0,12.0
61401,0.0,0.0,6200.0,2416.0,2038.0,151.0
61426,0.0,0.0,45.0,0.0,0.0,0.0
61063,0.0,0.0,1059.0,415.0,375.0,53.0
61025,0.0,0.0,1316.0,504.0,462.0,41.0
61049,0.0,0.0,99.0,48.0,91.0,27.0
61053,0.0,3.0,709.0,281.0,208.0,0.0
61065,0.0,2.0,1866.0,1042.0,1145.0,112.0
61080,9.0,0.0,2266.0,821.0,1524.0,142.0
61107,29.0,10.0,4781.0,5049.0,2627.0,146.0
61257,2.0,0.0,258.0,159.0,168.0,20.0
61262,0.0,0.0,322.0,148.0,139.0,0.0
61279,0.0,0.0,246.0,88.0,115.0,21.0
61284,0.0,0.0,584.0,258.0,157.0,0.0
61285,0.0,0.0,459.0,75.0,125.0,5.0
61313,0.0,0.0,39.0,36.0,26.0,0.0
61314,0.0,0.0,223.0,61.0,60.0,6.0
61328,0.0,0.0,9.0,0.0,0.0,0.0
61336,0.0,0.0,76.0,76.0,22.0,10.0
61428,0.0,0.0,153.0,159.0,79.0,41.0
61438,0.0,0.0,167.0,121.0,156.0,4.0
61451,0.0,0.0,139.0,93.0,63.0,0.0
61471,0.0,0.0,21.0,15.0,9.0,0.0
61473,0.0,0.0,379.0,239.0,112.0,0.0
61501,0.0,0.0,416.0,94.0,98.0,9.0
61529,0.0,0.0,430.0,357.0,387.0,0.0
61537,0.0,0.0,678.0,305.0,382.0,54.0
61546,0.0,0.0,1024.0,311.0,342.0,11.0
61548,101.0,0.0,1769.0,2388.0,1937.0,0.0
61552,0.0,0.0,13.0,15.0,28.0,0.0
61561,13.0,0.0,690.0,297.0,336.0,0.0
61571,8.0,7.0,3973.0,3988.0,3335.0,62.0
61572,0.0,0.0,382.0,100.0,109.0,0.0
61723,0.0,0.0,614.0,230.0,202.0,57.0
61724,0.0,0.0,138.0,53.0,42.0,11.0
61725,0.0,0.0,254.0,252.0,293.0,18.0
61376,0.0,0.0,596.0,220.0,222.0,30.0
61340,0.0,0.0,78.0,14.0,9.0,0.0
61358,0.0,0.0,89.0,20.0,31.0,7.0
61372,0.0,0.0,26.0,2.0,31.0,0.0
61379,0.0,0.0,375.0,61.0,222.0,14.0
61353,0.0,0.0,301.0,79.0,154.0,0.0
61362,0.0,0.0,1209.0,487.0,422.0,59.0
61374,0.0,0.0,58.0,15.0,9.0,0.0
61411,0.0,0.0,56.0,66.0,20.0,0.0
61414,0.0,0.0,188.0,101.0,82.0,0.0
61415,0.0,0.0,362.0,164.0,162.0,36.0
61416,0.0,0.0,57.0,16.0,12.0,10.0
61421,0.0,0.0,276.0,91.0,169.0,9.0
61430,0.0,0.0,177.0,86.0,104.0,0.0
61747,0.0,0.0,355.0,161.0,241.0,0.0
61743,0.0,0.0,36.0,31.0,21.0,4.0
61744,0.0,0.0,321.0,290.0,229.0,0.0
61749,0.0,0.0,188.0,29.0,22.0,2.0
