Zipcode,Income 50-74K,Income 75-100K,High School Diploma,Bachelor's Degree,Non Poverty Family,Poverty Family
84306,0.0,0.0,24.0,35.0,40.0,0.0
84775,0.0,0.0,50.0,71.0,16.0,0.0
84762,0.0,0.0,83.0,22.0,0.0,0.0
84772,0.0,0.0,61.0,6.0,32.0,0.0
84781,0.0,0.0,23.0,88.0,38.0,0.0
84511,0.0,0.0,433.0,396.0,767.0,123.0
84513,0.0,0.0,306.0,94.0,307.0,47.0
84516,0.0,0.0,62.0,16.0,15.0,8.0
84522,0.0,0.0,83.0,34.0,31.0,12.0
84532,0.0,0.0,1646.0,1177.0,921.0,7.0
84601,5.0,5.0,3346.0,3664.0,4245.0,511.0
84620,0.0,0.0,290.0,34.0,182.0,34.0
84628,1.0,0.0,147.0,33.0,19.0,9.0
84629,0.0,0.0,580.0,186.0,574.0,0.0
84630,0.0,0.0,14.0,42.0,93.0,8.0
84634,0.0,0.0,899.0,146.0,256.0,0.0
84647,0.0,0.0,735.0,346.0,410.0,57.0
84663,20.0,4.0,2567.0,4075.0,6377.0,406.0
84710,0.0,0.0,5.0,13.0,37.0,0.0
84004,29.0,15.0,527.0,1831.0,2683.0,155.0
84529,0.0,0.0,80.0,8.0,0.0,0.0
84531,0.0,0.0,282.0,12.0,76.0,21.0
84536,0.0,0.0,446.0,32.0,82.0,91.0
93249,0.0,0.0,279.0,0.0,381.0,109.0
93252,0.0,0.0,565.0,150.0,98.0,64.0
93270,0.0,0.0,632.0,209.0,743.0,348.0
93291,13.0,36.0,5501.0,4549.0,5963.0,1589.0
93304,0.0,8.0,8847.0,1485.0,3666.0,1699.0
93306,49.0,0.0,9574.0,4735.0,7658.0,2179.0
93307,47.0,0.0,10715.0,1514.0,8931.0,2841.0
93420,169.0,32.0,3564.0,4637.0,2958.0,127.0
93454,27.0,0.0,4218.0,2663.0,3420.0,772.0
93458,64.0,3.0,4207.0,1416.0,6998.0,1548.0
93461,0.0,0.0,250.0,88.0,111.0,25.0
93536,162.0,25.0,10691.0,6538.0,6830.0,632.0
93546,0.0,5.0,968.0,1729.0,1067.0,86.0
93591,10.0,0.0,1051.0,249.0,864.0,226.0
93609,13.0,0.0,818.0,207.0,376.0,226.0
93616,0.0,0.0,251.0,92.0,169.0,199.0
93618,5.0,0.0,4418.0,1166.0,3468.0,1051.0
93626,10.0,0.0,188.0,308.0,180.0,0.0
93501,0.0,0.0,883.0,229.0,269.0,10.0
90029,42.0,26.0,5869.0,6191.0,1509.0,693.0
90010,56.0,20.0,569.0,1181.0,123.0,0.0
90024,183.0,103.0,1348.0,7506.0,1864.0,101.0
90025,197.0,285.0,2419.0,14156.0,1936.0,170.0
90201,194.0,5.0,12918.0,2893.0,9074.0,3564.0
90031,106.0,18.0,4513.0,3389.0,2378.0,1032.0
90035,319.0,55.0,2552.0,7613.0,2575.0,115.0
90063,75.0,23.0,6416.0,2126.0,4925.0,1315.0
90242,279.0,71.0,6449.0,3865.0,4104.0,513.0
90620,206.0,38.0,6413.0,7650.0,4418.0,408.0
90623,62.0,49.0,1838.0,3394.0,1620.0,167.0
90630,342.0,47.0,6200.0,8743.0,5959.0,173.0
90713,130.0,78.0,3835.0,3889.0,3137.0,67.0
90715,154.0,0.0,2804.0,3003.0,1549.0,287.0
90716,83.0,0.0,2477.0,581.0,1082.0,525.0
90717,98.0,0.0,3155.0,3444.0,1447.0,169.0
90731,147.0,84.0,7811.0,6561.0,4745.0,654.0
90744,62.0,14.0,7820.0,1921.0,4464.0,1800.0
90746,179.0,24.0,3296.0,3293.0,1918.0,302.0
90822,0.0,0.0,15.0,13.0,0.0,0.0
90008,107.0,65.0,4372.0,3600.0,1519.0,594.0
90013,0.0,0.0,1875.0,2968.0,13.0,25.0
90016,190.0,67.0,6961.0,4317.0,2703.0,1017.0
93445,5.0,0.0,1268.0,549.0,744.0,305.0
93280,0.0,7.0,3964.0,379.0,2233.0,706.0
93301,16.0,0.0,1815.0,823.0,306.0,0.0
93437,0.0,0.0,83.0,364.0,396.0,17.0
93442,33.0,66.0,1437.0,1831.0,742.0,18.0
93444,160.0,15.0,2437.0,2553.0,1981.0,106.0
93453,0.0,82.0,716.0,337.0,305.0,0.0
93463,80.0,90.0,698.0,1697.0,581.0,129.0
93514,35.0,0.0,2882.0,1888.0,1444.0,16.0
93529,0.0,0.0,66.0,17.0,98.0,0.0
93541,0.0,0.0,0.0,37.0,110.0,0.0
93549,0.0,0.0,67.0,9.0,4.0,0.0
93562,0.0,0.0,327.0,46.0,154.0,45.0
93268,0.0,0.0,3031.0,578.0,1407.0,463.0
93271,5.0,0.0,324.0,471.0,74.0,0.0
93954,0.0,0.0,65.0,4.0,22.0,0.0
93955,92.0,12.0,4115.0,3233.0,2971.0,496.0
93960,54.0,11.0,2582.0,936.0,2373.0,582.0
93962,0.0,0.0,19.0,90.0,40.0,0.0
93272,19.0,0.0,424.0,20.0,564.0,302.0
93308,59.0,0.0,9032.0,3520.0,4241.0,333.0
93402,78.0,30.0,1405.0,3006.0,1435.0,10.0
93429,0.0,0.0,10.0,0.0,15.0,0.0
93430,13.0,0.0,270.0,576.0,103.0,23.0
93063,335.0,125.0,7935.0,8282.0,6389.0,267.0
93205,0.0,0.0,344.0,120.0,100.0,0.0
93224,0.0,0.0,69.0,14.0,46.0,3.0
93226,0.0,0.0,57.0,28.0,8.0,0.0
93240,0.0,0.0,1586.0,645.0,330.0,204.0
93251,3.0,0.0,62.0,8.0,16.0,2.0
93265,0.0,0.0,583.0,468.0,113.0,66.0
93287,0.0,0.0,32.0,18.0,0.0,0.0
93309,28.0,17.0,9950.0,5000.0,4187.0,1142.0
93311,170.0,54.0,4702.0,6517.0,7091.0,63.0
93427,53.0,9.0,670.0,747.0,703.0,0.0
93446,303.0,60.0,6221.0,5546.0,4165.0,637.0
93451,8.0,2.0,523.0,385.0,413.0,66.0
93254,0.0,0.0,96.0,57.0,76.0,30.0
93285,0.0,0.0,521.0,137.0,0.0,0.0
93286,0.0,0.0,1180.0,492.0,1037.0,503.0
93312,159.0,5.0,7234.0,7983.0,7947.0,124.0
93109,40.0,40.0,679.0,2787.0,810.0,0.0
93111,84.0,54.0,1618.0,3614.0,1890.0,18.0
93201,0.0,0.0,119.0,9.0,140.0,113.0
93221,14.0,8.0,2144.0,1071.0,1643.0,334.0
93230,31.0,3.0,9734.0,4892.0,7040.0,1363.0
93401,92.0,65.0,1948.0,5642.0,2468.0,42.0
93928,0.0,0.0,10.0,51.0,52.0,0.0
93245,80.0,19.0,4670.0,2810.0,3829.0,404.0
93207,0.0,0.0,54.0,30.0,10.0,0.0
93544,15.0,0.0,178.0,139.0,117.0,0.0
93727,111.0,7.0,9930.0,6387.0,7858.0,1556.0
93204,0.0,0.0,1169.0,112.0,648.0,549.0
93238,0.0,0.0,328.0,230.0,77.0,0.0
93266,0.0,0.0,128.0,63.0,47.0,172.0
93428,39.0,0.0,879.0,1309.0,305.0,22.0
93434,0.0,0.0,768.0,224.0,934.0,112.0
93440,0.0,0.0,336.0,107.0,125.0,138.0
93535,83.0,10.0,13219.0,3006.0,6675.0,1565.0
93510,65.0,21.0,1174.0,942.0,669.0,0.0
93513,2.0,0.0,378.0,113.0,128.0,15.0
93517,0.0,0.0,92.0,40.0,21.0,0.0
93543,0.0,0.0,2074.0,639.0,1298.0,362.0
93555,15.0,0.0,4748.0,4016.0,3544.0,346.0
93604,0.0,0.0,106.0,129.0,26.0,0.0
93614,52.0,0.0,1861.0,1151.0,1081.0,297.0
93625,10.0,0.0,1182.0,584.0,706.0,24.0
93630,38.0,0.0,2797.0,669.0,2298.0,873.0
93631,25.0,0.0,2203.0,1762.0,2313.0,361.0
93637,23.0,9.0,5501.0,2382.0,4943.0,857.0
93641,0.0,0.0,40.0,1.0,0.0,0.0
93643,0.0,0.0,471.0,246.0,269.0,10.0
93926,26.0,0.0,1102.0,412.0,1147.0,345.0
93932,0.0,0.0,153.0,71.0,93.0,13.0
93953,18.0,43.0,239.0,1289.0,375.0,7.0
93003,182.0,59.0,5768.0,7627.0,4611.0,93.0
93023,167.0,20.0,2349.0,3705.0,1663.0,191.0
93103,104.0,0.0,1947.0,3547.0,1235.0,81.0
93108,128.0,165.0,411.0,2974.0,1126.0,38.0
93601,0.0,0.0,524.0,123.0,173.0,34.0
93603,0.0,0.0,0.0,43.0,0.0,0.0
78665,78.0,13.0,4190.0,7997.0,8132.0,393.0
78633,86.0,45.0,3113.0,5966.0,1783.0,13.0
78951,0.0,0.0,0.0,0.0,0.0,0.0
93524,0.0,0.0,11.0,14.0,0.0,0.0
93314,60.0,14.0,3258.0,3410.0,3655.0,287.0
93558,0.0,0.0,78.0,0.0,0.0,0.0
93730,4.0,14.0,855.0,2678.0,1770.0,0.0
93449,103.0,50.0,959.0,1580.0,436.0,0.0
93723,42.0,0.0,1721.0,1276.0,1519.0,125.0
93628,0.0,0.0,0.0,54.0,81.0,0.0
93652,0.0,0.0,36.0,5.0,7.0,47.0
93033,217.0,7.0,10087.0,3738.0,8221.0,2321.0
93519,0.0,0.0,0.0,0.0,0.0,0.0
93235,0.0,0.0,445.0,136.0,235.0,223.0
93283,0.0,0.0,749.0,73.0,143.0,0.0
93426,0.0,0.0,253.0,286.0,205.0,24.0
93545,4.0,0.0,298.0,119.0,179.0,31.0
78216,47.0,0.0,5856.0,6445.0,2657.0,345.0
78573,19.0,0.0,3752.0,1758.0,3746.0,1302.0
78150,0.0,0.0,0.0,0.0,0.0,0.0
78243,0.0,0.0,10.0,47.0,0.0,0.0
78802,0.0,0.0,0.0,64.0,0.0,139.0
78590,0.0,0.0,61.0,0.0,6.0,24.0
78069,0.0,0.0,858.0,231.0,449.0,188.0
78132,21.0,21.0,3530.0,5668.0,3863.0,139.0
78732,51.0,0.0,550.0,5156.0,4144.0,0.0
78833,0.0,0.0,247.0,140.0,51.0,0.0
78564,0.0,0.0,0.0,0.0,0.0,0.0
78712,0.0,0.0,0.0,9.0,0.0,0.0
78567,0.0,0.0,120.0,3.0,31.0,20.0
78218,0.0,0.0,4940.0,3049.0,2616.0,495.0
78219,0.0,0.0,2537.0,870.0,813.0,66.0
78223,0.0,0.0,9596.0,2987.0,4599.0,887.0
78225,0.0,0.0,2392.0,651.0,811.0,603.0
78227,0.0,0.0,7571.0,1407.0,4702.0,812.0
78239,0.0,0.0,4311.0,2707.0,2175.0,433.0
78254,6.0,0.0,5795.0,8531.0,8356.0,238.0
78261,35.0,18.0,1378.0,3122.0,2773.0,59.0
78266,29.0,0.0,472.0,1428.0,948.0,0.0
78332,0.0,0.0,5735.0,1569.0,2467.0,631.0
78353,0.0,0.0,38.0,0.0,0.0,0.0
78503,23.0,0.0,2181.0,2399.0,2154.0,1197.0
78577,35.0,0.0,9371.0,4437.0,7358.0,2224.0
78585,0.0,0.0,53.0,0.0,45.0,0.0
78932,0.0,0.0,108.0,63.0,43.0,0.0
78885,0.0,0.0,9.0,7.0,0.0,0.0
78870,0.0,0.0,170.0,82.0,85.0,27.0
78881,0.0,0.0,394.0,175.0,338.0,19.0
78884,0.0,0.0,238.0,103.0,74.0,0.0
78934,19.0,0.0,1427.0,852.0,447.0,57.0
78935,0.0,0.0,165.0,241.0,89.0,63.0
78541,8.0,0.0,4113.0,3329.0,4866.0,1918.0
78591,0.0,0.0,57.0,13.0,59.0,0.0
78535,0.0,0.0,153.0,0.0,14.0,112.0
78677,0.0,0.0,16.0,0.0,6.0,0.0
78419,0.0,0.0,72.0,118.0,69.0,0.0
78705,7.0,0.0,363.0,2923.0,274.0,7.0
78759,54.0,17.0,2582.0,11782.0,3862.0,46.0
78060,0.0,0.0,12.0,0.0,0.0,0.0
78341,0.0,0.0,378.0,120.0,164.0,5.0
78574,16.0,0.0,5609.0,3130.0,6489.0,4104.0
78931,0.0,0.0,51.0,33.0,54.0,0.0
78162,0.0,0.0,108.0,43.0,41.0,0.0
78104,0.0,0.0,22.0,4.0,0.0,0.0
78563,0.0,0.0,60.0,46.0,0.0,0.0
78342,0.0,0.0,56.0,11.0,0.0,0.0
78029,0.0,0.0,0.0,0.0,0.0,0.0
78536,0.0,0.0,82.0,17.0,22.0,0.0
78133,9.0,0.0,2986.0,2619.0,1535.0,50.0
78258,132.0,6.0,2515.0,10989.0,8430.0,92.0
78404,36.0,0.0,2754.0,1680.0,1218.0,203.0
78580,0.0,0.0,2780.0,627.0,852.0,538.0
78639,0.0,0.0,1319.0,626.0,676.0,132.0
78044,0.0,0.0,63.0,23.0,0.0,28.0
78843,0.0,0.0,0.0,12.0,0.0,0.0
78628,91.0,35.0,4046.0,5709.0,3356.0,39.0
78702,13.0,8.0,2700.0,4272.0,848.0,155.0
78745,44.0,1.0,6855.0,12637.0,3330.0,276.0
78946,0.0,0.0,269.0,53.0,7.0,0.0
78374,14.0,0.0,2476.0,1841.0,2524.0,48.0
78542,0.0,0.0,6749.0,4082.0,7149.0,4096.0
78335,0.0,0.0,0.0,0.0,0.0,0.0
78009,19.0,0.0,1346.0,806.0,971.0,296.0
78066,0.0,0.0,51.0,64.0,60.0,0.0
78595,0.0,0.0,620.0,138.0,630.0,596.0
78672,0.0,0.0,270.0,153.0,78.0,0.0
78109,0.0,0.0,4982.0,3323.0,5467.0,328.0
87412,0.0,0.0,146.0,38.0,51.0,31.0
87002,0.0,0.0,4027.0,1255.0,1872.0,146.0
87012,0.0,0.0,75.0,0.0,0.0,37.0
87413,5.0,0.0,2941.0,571.0,1421.0,464.0
87514,0.0,0.0,269.0,327.0,76.0,0.0
87939,0.0,0.0,21.0,14.0,15.0,0.0
87935,0.0,0.0,408.0,144.0,41.0,36.0
87942,0.0,0.0,175.0,132.0,114.0,20.0
87043,31.0,0.0,604.0,1204.0,376.0,24.0
87045,0.0,0.0,310.0,9.0,68.0,190.0
87062,0.0,0.0,148.0,29.0,0.0,91.0
87109,26.0,0.0,5290.0,5881.0,2791.0,185.0
87317,0.0,0.0,268.0,38.0,129.0,0.0
87322,0.0,0.0,50.0,6.0,17.0,0.0
87325,0.0,0.0,682.0,141.0,192.0,49.0
87357,0.0,0.0,117.0,13.0,65.0,40.0
87364,0.0,0.0,281.0,21.0,55.0,35.0
87417,0.0,0.0,908.0,186.0,676.0,51.0
90017,32.0,0.0,2322.0,3302.0,683.0,951.0
90036,122.0,32.0,2289.0,12593.0,2375.0,57.0
90064,210.0,313.0,1440.0,6913.0,2513.0,66.0
90065,204.0,25.0,5202.0,6896.0,3166.0,731.0
90241,197.0,37.0,6425.0,4555.0,3562.0,442.0
90248,91.0,8.0,1910.0,1505.0,868.0,61.0
90270,31.0,15.0,3902.0,614.0,2576.0,841.0
76472,0.0,0.0,250.0,232.0,126.0,140.0
76401,16.0,0.0,2729.0,3216.0,2731.0,278.0
76435,0.0,0.0,123.0,23.0,30.0,0.0
76455,0.0,0.0,267.0,79.0,68.0,125.0
76484,0.0,0.0,149.0,71.0,44.0,25.0
76379,0.0,0.0,106.0,66.0,81.0,11.0
76360,0.0,0.0,1040.0,293.0,116.0,28.0
76372,0.0,0.0,269.0,87.0,116.0,13.0
76374,0.0,0.0,582.0,360.0,373.0,34.0
76427,0.0,0.0,251.0,39.0,61.0,92.0
76429,0.0,0.0,29.0,17.0,0.0,0.0
76501,0.0,0.0,2547.0,1166.0,1455.0,218.0
76502,0.0,14.0,5072.0,5515.0,4241.0,431.0
76261,0.0,0.0,97.0,58.0,25.0,0.0
76228,0.0,0.0,261.0,122.0,99.0,5.0
76248,99.0,50.0,2948.0,9259.0,7024.0,28.0
76251,0.0,0.0,180.0,57.0,34.0,14.0
76268,0.0,0.0,63.0,9.0,22.0,8.0
76311,0.0,0.0,156.0,470.0,456.0,0.0
76364,0.0,0.0,33.0,17.0,6.0,0.0
76366,0.0,0.0,383.0,188.0,221.0,27.0
76430,0.0,0.0,321.0,315.0,214.0,21.0
76070,0.0,0.0,133.0,233.0,150.0,0.0
76126,12.0,37.0,2896.0,3729.0,2712.0,51.0
76250,0.0,0.0,139.0,188.0,164.0,0.0
76943,0.0,0.0,726.0,159.0,307.0,45.0
76108,40.0,4.0,6601.0,4427.0,4171.0,513.0
76836,0.0,0.0,0.0,0.0,0.0,0.0
76908,0.0,0.0,117.0,89.0,0.0,0.0
76598,0.0,0.0,73.0,6.0,0.0,0.0
76597,0.0,0.0,214.0,76.0,0.0,0.0
76596,0.0,0.0,139.0,34.0,0.0,0.0
76182,122.0,8.0,4078.0,5706.0,3716.0,192.0
76573,0.0,0.0,4.0,0.0,0.0,0.0
76209,0.0,0.0,2536.0,3088.0,1357.0,253.0
76263,0.0,0.0,35.0,7.0,0.0,0.0
76210,118.0,0.0,3982.0,6650.0,6812.0,163.0
76085,0.0,0.0,1611.0,1033.0,1571.0,113.0
76244,66.0,0.0,6069.0,15552.0,14666.0,36.0
76061,0.0,0.0,84.0,0.0,0.0,0.0
76084,0.0,0.0,1606.0,424.0,995.0,25.0
76114,15.0,0.0,4263.0,1704.0,2241.0,301.0
76120,0.0,9.0,3064.0,1836.0,1212.0,52.0
76549,71.0,0.0,4993.0,3915.0,5126.0,447.0
76630,0.0,0.0,247.0,107.0,145.0,0.0
76033,0.0,0.0,4052.0,2471.0,2849.0,192.0
76177,0.0,0.0,797.0,1875.0,971.0,0.0
76208,0.0,0.0,2205.0,3623.0,2784.0,154.0
76654,0.0,0.0,41.0,8.0,24.0,7.0
76939,0.0,0.0,0.0,0.0,0.0,0.0
76599,0.0,0.0,208.0,27.0,0.0,0.0
76164,0.0,0.0,1874.0,322.0,1320.0,458.0
76129,0.0,0.0,0.0,6.0,0.0,0.0
76957,0.0,0.0,0.0,0.0,0.0,0.0
76041,0.0,0.0,66.0,40.0,91.0,0.0
76082,2.0,0.0,3416.0,1400.0,1928.0,196.0
76133,16.0,0.0,9514.0,5744.0,4008.0,1093.0
76258,40.0,0.0,946.0,776.0,685.0,74.0
76650,0.0,0.0,41.0,12.0,8.0,0.0
76508,0.0,0.0,0.0,0.0,0.0,0.0
76820,0.0,0.0,35.0,35.0,0.0,0.0
76008,82.0,1.0,1364.0,3758.0,2962.0,92.0
76006,20.0,0.0,2724.0,4285.0,1289.0,52.0
76011,0.0,0.0,2796.0,2406.0,1053.0,289.0
76021,33.0,0.0,4024.0,7433.0,2634.0,96.0
76039,12.0,0.0,3993.0,6139.0,2888.0,281.0
76043,46.0,0.0,1321.0,531.0,674.0,52.0
76052,3.0,0.0,2382.0,3435.0,3930.0,0.0
76092,220.0,151.0,1512.0,7850.0,7263.0,107.0
76102,0.0,0.0,933.0,1717.0,114.0,11.0
76107,62.0,23.0,3321.0,6753.0,2123.0,291.0
76131,38.0,0.0,4811.0,4854.0,6173.0,132.0
76140,63.0,0.0,5544.0,1781.0,3126.0,844.0
76155,0.0,0.0,657.0,1092.0,77.0,40.0
76234,3.0,0.0,2635.0,1603.0,1800.0,36.0
76259,42.0,0.0,848.0,545.0,558.0,0.0
76262,74.0,81.0,3248.0,8368.0,5530.0,164.0
76273,2.0,0.0,1513.0,756.0,830.0,78.0
76458,0.0,7.0,1342.0,283.0,347.0,109.0
76623,0.0,0.0,20.0,2.0,29.0,6.0
76402,0.0,0.0,0.0,0.0,0.0,0.0
82936,0.0,0.0,0.0,0.0,0.0,0.0
82834,7.0,0.0,1640.0,947.0,708.0,137.0
82845,0.0,0.0,0.0,0.0,0.0,0.0
82901,42.0,0.0,5071.0,2788.0,3964.0,288.0
82941,0.0,0.0,986.0,620.0,710.0,0.0
82050,0.0,0.0,45.0,4.0,24.0,0.0
82944,0.0,0.0,0.0,26.0,22.0,0.0
82945,0.0,0.0,71.0,13.0,40.0,0.0
82060,0.0,0.0,29.0,32.0,103.0,0.0
82210,0.0,0.0,62.0,100.0,5.0,0.0
82217,0.0,0.0,0.0,0.0,0.0,0.0
82227,0.0,0.0,36.0,57.0,17.0,0.0
82240,0.0,0.0,1627.0,1033.0,991.0,97.0
82301,0.0,0.0,1590.0,861.0,766.0,71.0
82323,0.0,0.0,20.0,19.0,4.0,0.0
82332,0.0,0.0,12.0,68.0,46.0,18.0
82414,0.0,0.0,2666.0,2369.0,1760.0,47.0
82441,0.0,0.0,16.0,17.0,46.0,0.0
82514,0.0,0.0,222.0,66.0,139.0,34.0
82516,0.0,0.0,79.0,42.0,45.0,0.0
82637,0.0,0.0,826.0,340.0,572.0,0.0
82642,0.0,0.0,31.0,2.0,0.0,0.0
82644,0.0,0.0,289.0,41.0,126.0,0.0
82710,0.0,0.0,76.0,51.0,0.0,0.0
82731,0.0,0.0,13.0,0.0,0.0,0.0
82835,0.0,0.0,77.0,29.0,4.0,0.0
82943,0.0,0.0,45.0,10.0,0.0,0.0
82059,0.0,0.0,29.0,53.0,0.0,0.0
82061,0.0,0.0,0.0,0.0,0.0,0.0
82063,0.0,0.0,15.0,42.0,29.0,0.0
82190,0.0,0.0,23.0,157.0,0.0,0.0
82222,0.0,0.0,5.0,5.0,0.0,0.0
82225,0.0,0.0,369.0,192.0,245.0,32.0
82335,0.0,0.0,36.0,0.0,0.0,0.0
82420,0.0,0.0,134.0,68.0,192.0,2.0
82432,0.0,7.0,46.0,22.0,34.0,41.0
82442,0.0,0.0,103.0,168.0,77.0,0.0
82513,0.0,0.0,312.0,300.0,77.0,0.0
82723,0.0,0.0,57.0,32.0,0.0,0.0
82730,4.0,0.0,385.0,170.0,102.0,0.0
82833,0.0,0.0,0.0,47.0,0.0,0.0
82839,0.0,0.0,253.0,101.0,262.0,0.0
82938,0.0,0.0,76.0,15.0,0.0,0.0
82219,0.0,0.0,7.0,0.0,0.0,0.0
82221,0.0,0.0,48.0,54.0,30.0,9.0
82244,0.0,0.0,112.0,41.0,53.0,0.0
82327,0.0,0.0,195.0,36.0,114.0,0.0
82433,0.0,0.0,175.0,153.0,116.0,0.0
82512,0.0,0.0,44.0,9.0,0.0,12.0
82620,0.0,0.0,20.0,37.0,27.0,0.0
82636,26.0,0.0,585.0,305.0,285.0,0.0
82649,0.0,0.0,230.0,49.0,111.0,0.0
82714,0.0,0.0,9.0,0.0,31.0,0.0
82729,0.0,0.0,626.0,185.0,332.0,0.0
82842,0.0,0.0,71.0,170.0,0.0,0.0
82051,0.0,0.0,0.0,20.0,0.0,0.0
82054,0.0,0.0,273.0,59.0,132.0,0.0
82055,0.0,0.0,19.0,73.0,12.0,0.0
82072,0.0,15.0,1004.0,2598.0,1379.0,0.0
82083,0.0,0.0,39.0,17.0,9.0,0.0
82201,0.0,0.0,1184.0,684.0,818.0,10.0
82214,0.0,0.0,275.0,80.0,90.0,18.0
82324,0.0,0.0,37.0,49.0,57.0,0.0
82443,0.0,0.0,723.0,475.0,303.0,48.0
82925,0.0,0.0,16.0,114.0,0.0,0.0
82604,8.0,0.0,4629.0,2788.0,3196.0,0.0
82609,0.0,0.0,2174.0,2342.0,1581.0,110.0
82633,0.0,0.0,2000.0,840.0,1310.0,31.0
82712,0.0,0.0,45.0,135.0,0.0,0.0
82727,0.0,0.0,270.0,232.0,319.0,0.0
82732,0.0,0.0,663.0,82.0,224.0,0.0
82831,0.0,0.0,40.0,44.0,25.0,0.0
82837,0.0,0.0,8.0,10.0,0.0,0.0
82923,0.0,0.0,35.0,60.0,90.0,0.0
82939,0.0,0.0,368.0,178.0,244.0,26.0
82410,0.0,0.0,467.0,248.0,199.0,0.0
82426,0.0,0.0,499.0,216.0,205.0,47.0
82430,0.0,0.0,33.0,3.0,14.0,3.0
82501,3.0,0.0,3432.0,1812.0,2054.0,104.0
82635,0.0,0.0,43.0,10.0,0.0,4.0
82640,0.0,0.0,24.0,8.0,0.0,0.0
85608,0.0,0.0,605.0,78.0,0.0,0.0
85616,0.0,0.0,839.0,434.0,342.0,182.0
85545,0.0,0.0,123.0,47.0,3.0,0.0
85552,0.0,0.0,713.0,400.0,864.0,182.0
85618,0.0,0.0,298.0,21.0,158.0,36.0
85638,0.0,0.0,316.0,173.0,63.0,15.0
85711,0.0,0.0,4857.0,4039.0,2085.0,764.0
85713,3.0,0.0,7127.0,2458.0,2490.0,794.0
85730,0.0,0.0,5780.0,3484.0,2327.0,405.0
85901,0.0,0.0,2853.0,1474.0,1495.0,366.0
85925,0.0,0.0,479.0,565.0,817.0,0.0
85012,38.0,0.0,548.0,1454.0,493.0,10.0
85016,71.0,6.0,3836.0,6959.0,2327.0,489.0
85029,0.0,0.0,7794.0,4040.0,3139.0,544.0
85037,0.0,0.0,7627.0,2021.0,5880.0,1021.0
85041,22.0,0.0,8056.0,3098.0,4962.0,1952.0
85050,62.0,18.0,2771.0,6060.0,4128.0,44.0
85085,54.0,17.0,1757.0,5038.0,2447.0,0.0
85212,109.0,0.0,3198.0,3936.0,5211.0,361.0
85255,211.0,185.0,2386.0,12010.0,5764.0,94.0
85259,85.0,59.0,1747.0,6373.0,2435.0,158.0
85303,13.0,0.0,5153.0,1992.0,3083.0,544.0
85309,0.0,0.0,0.0,0.0,0.0,0.0
85344,0.0,0.0,2016.0,481.0,600.0,159.0
85355,46.0,9.0,1526.0,1312.0,1745.0,18.0
85535,0.0,0.0,0.0,0.0,0.0,0.0
85536,0.0,0.0,93.0,52.0,40.0,0.0
85645,0.0,0.0,380.0,180.0,165.0,0.0
85650,15.0,0.0,1660.0,2446.0,1396.0,47.0
85716,9.0,0.0,2652.0,4911.0,1107.0,153.0
85204,0.0,8.0,9493.0,5593.0,5809.0,1452.0
85260,166.0,53.0,3578.0,9814.0,3605.0,67.0
85264,0.0,0.0,196.0,52.0,81.0,14.0
85307,0.0,0.0,1627.0,740.0,1082.0,53.0
85308,41.0,0.0,8799.0,9952.0,6634.0,407.0
85310,87.0,0.0,1986.0,3292.0,2499.0,29.0
85322,0.0,0.0,94.0,35.0,60.0,0.0
85325,0.0,0.0,377.0,51.0,60.0,0.0
85337,0.0,0.0,462.0,143.0,191.0,186.0
85340,52.0,8.0,3591.0,3831.0,5296.0,170.0
85003,0.0,0.0,1007.0,1557.0,294.0,159.0
85014,37.0,0.0,2938.0,4417.0,1323.0,255.0
85017,6.0,0.0,5310.0,1078.0,3025.0,1715.0
85021,29.0,0.0,5990.0,4629.0,2782.0,759.0
85045,16.0,0.0,430.0,1782.0,1205.0,16.0
85086,98.0,20.0,4362.0,7898.0,6023.0,18.0
85210,11.0,0.0,5329.0,3124.0,2540.0,1169.0
85262,74.0,46.0,1027.0,3137.0,686.0,0.0
85296,78.0,17.0,3532.0,7275.0,6634.0,125.0
85332,0.0,0.0,322.0,136.0,145.0,17.0
85334,5.0,0.0,171.0,45.0,71.0,0.0
85008,24.0,0.0,7384.0,4625.0,2836.0,1955.0
85022,19.0,19.0,6338.0,7206.0,2794.0,568.0
85023,46.0,0.0,4310.0,4522.0,2444.0,384.0
85024,29.0,0.0,2849.0,5054.0,1925.0,146.0
85032,96.0,0.0,9097.0,10414.0,4880.0,1182.0
85048,87.0,10.0,2425.0,7674.0,4877.0,150.0
85087,0.0,0.0,1373.0,1013.0,668.0,23.0
85621,29.0,22.0,3144.0,1380.0,2018.0,494.0
85550,0.0,0.0,686.0,82.0,298.0,243.0
85554,3.0,0.0,133.0,72.0,12.0,0.0
88049,0.0,0.0,58.0,25.0,0.0,0.0
88009,0.0,0.0,0.0,2.0,0.0,0.0
88026,0.0,0.0,314.0,96.0,112.0,38.0
88045,0.0,0.0,710.0,206.0,251.0,91.0
88056,0.0,0.0,51.0,30.0,25.0,0.0
88121,0.0,0.0,24.0,9.0,24.0,0.0
88125,0.0,0.0,5.0,13.0,0.0,0.0
88136,0.0,0.0,3.0,6.0,0.0,0.0
88230,3.0,0.0,710.0,93.0,459.0,250.0
88252,0.0,0.0,430.0,104.0,236.0,0.0
88348,0.0,0.0,36.0,50.0,32.0,10.0
88350,0.0,0.0,75.0,48.0,0.0,0.0
88260,0.0,0.0,2336.0,531.0,2047.0,204.0
