Zipcode,Income Below 75K,Income Over 100K,High School Diploma,Master Degree,Poverty Family,Non Poverty Family
84306,0.0,0.0,24.0,18.0,0.0,40.0
84775,0.0,0.0,50.0,58.0,0.0,16.0
84762,0.0,0.0,83.0,22.0,0.0,0.0
84772,0.0,0.0,61.0,8.0,0.0,32.0
84781,0.0,0.0,23.0,0.0,0.0,38.0
84511,0.0,0.0,433.0,236.0,123.0,767.0
84513,0.0,0.0,306.0,17.0,47.0,307.0
84516,0.0,0.0,62.0,0.0,8.0,15.0
84522,0.0,0.0,83.0,0.0,12.0,31.0
84532,0.0,0.0,1646.0,498.0,7.0,921.0
84601,5.0,7.0,3346.0,827.0,511.0,4245.0
84620,0.0,0.0,290.0,48.0,34.0,182.0
84628,1.0,0.0,147.0,12.0,9.0,19.0
84629,0.0,0.0,580.0,70.0,0.0,574.0
84630,0.0,0.0,14.0,2.0,8.0,93.0
84634,0.0,0.0,899.0,67.0,0.0,256.0
84647,0.0,0.0,735.0,148.0,57.0,410.0
84663,20.0,7.0,2567.0,1269.0,406.0,6377.0
84710,0.0,0.0,5.0,7.0,0.0,37.0
84004,29.0,7.0,527.0,735.0,155.0,2683.0
84529,0.0,0.0,80.0,19.0,0.0,0.0
84531,0.0,0.0,282.0,0.0,21.0,76.0
84536,0.0,0.0,446.0,22.0,91.0,82.0
93249,0.0,0.0,279.0,0.0,109.0,381.0
93252,0.0,0.0,565.0,9.0,64.0,98.0
93270,0.0,0.0,632.0,50.0,348.0,743.0
93291,13.0,64.0,5501.0,2032.0,1589.0,5963.0
93304,0.0,0.0,8847.0,624.0,1699.0,3666.0
93306,49.0,0.0,9574.0,1915.0,2179.0,7658.0
93307,47.0,7.0,10715.0,480.0,2841.0,8931.0
93420,169.0,67.0,3564.0,2180.0,127.0,2958.0
93454,27.0,0.0,4218.0,877.0,772.0,3420.0
93458,64.0,0.0,4207.0,429.0,1548.0,6998.0
93461,0.0,0.0,250.0,21.0,25.0,111.0
93536,162.0,0.0,10691.0,3322.0,632.0,6830.0
93546,0.0,125.0,968.0,388.0,86.0,1067.0
93591,10.0,0.0,1051.0,80.0,226.0,864.0
93609,13.0,0.0,818.0,88.0,226.0,376.0
93616,0.0,0.0,251.0,67.0,199.0,169.0
93618,5.0,0.0,4418.0,256.0,1051.0,3468.0
93626,10.0,0.0,188.0,150.0,0.0,180.0
93501,0.0,0.0,883.0,69.0,10.0,269.0
90029,42.0,0.0,5869.0,1309.0,693.0,1509.0
90010,56.0,23.0,569.0,286.0,0.0,123.0
90024,183.0,72.0,1348.0,4576.0,101.0,1864.0
90025,197.0,82.0,2419.0,6391.0,170.0,1936.0
90201,194.0,0.0,12918.0,518.0,3564.0,9074.0
90031,106.0,0.0,4513.0,1118.0,1032.0,2378.0
90035,319.0,50.0,2552.0,3117.0,115.0,2575.0
90063,75.0,0.0,6416.0,500.0,1315.0,4925.0
90242,279.0,0.0,6449.0,1214.0,513.0,4104.0
90620,206.0,15.0,6413.0,1610.0,408.0,4418.0
90623,62.0,17.0,1838.0,1175.0,167.0,1620.0
90630,342.0,26.0,6200.0,3687.0,173.0,5959.0
90713,130.0,0.0,3835.0,1465.0,67.0,3137.0
90715,154.0,0.0,2804.0,673.0,287.0,1549.0
90716,83.0,0.0,2477.0,178.0,525.0,1082.0
90717,98.0,0.0,3155.0,1333.0,169.0,1447.0
90731,147.0,37.0,7811.0,1872.0,654.0,4745.0
90744,62.0,0.0,7820.0,380.0,1800.0,4464.0
90746,179.0,26.0,3296.0,1953.0,302.0,1918.0
90822,0.0,0.0,15.0,13.0,0.0,0.0
90008,107.0,39.0,4372.0,2487.0,594.0,1519.0
90013,0.0,0.0,1875.0,831.0,25.0,13.0
90016,190.0,17.0,6961.0,1835.0,1017.0,2703.0
93445,5.0,0.0,1268.0,203.0,305.0,744.0
93280,0.0,3.0,3964.0,153.0,706.0,2233.0
93301,16.0,9.0,1815.0,299.0,0.0,306.0
93437,0.0,0.0,83.0,181.0,17.0,396.0
93442,33.0,18.0,1437.0,871.0,18.0,742.0
93444,160.0,0.0,2437.0,1033.0,106.0,1981.0
93453,0.0,0.0,716.0,161.0,0.0,305.0
93463,80.0,2.0,698.0,494.0,129.0,581.0
93514,35.0,14.0,2882.0,738.0,16.0,1444.0
93529,0.0,0.0,66.0,19.0,0.0,98.0
93541,0.0,0.0,0.0,87.0,0.0,110.0
93549,0.0,0.0,67.0,0.0,0.0,4.0
93562,0.0,0.0,327.0,29.0,45.0,154.0
93268,0.0,0.0,3031.0,178.0,463.0,1407.0
93271,5.0,0.0,324.0,223.0,0.0,74.0
93954,0.0,0.0,65.0,0.0,0.0,22.0
93955,92.0,0.0,4115.0,1389.0,496.0,2971.0
93960,54.0,0.0,2582.0,196.0,582.0,2373.0
93962,0.0,0.0,19.0,8.0,0.0,40.0
93272,19.0,0.0,424.0,5.0,302.0,564.0
93308,59.0,0.0,9032.0,1039.0,333.0,4241.0
93402,78.0,9.0,1405.0,1218.0,10.0,1435.0
93429,0.0,0.0,10.0,0.0,0.0,15.0
93430,13.0,10.0,270.0,267.0,23.0,103.0
93063,335.0,37.0,7935.0,2350.0,267.0,6389.0
93205,0.0,0.0,344.0,42.0,0.0,100.0
93224,0.0,0.0,69.0,3.0,3.0,46.0
93226,0.0,0.0,57.0,5.0,0.0,8.0
93240,0.0,0.0,1586.0,210.0,204.0,330.0
93251,3.0,0.0,62.0,0.0,2.0,16.0
93265,0.0,0.0,583.0,175.0,66.0,113.0
93287,0.0,0.0,32.0,5.0,0.0,0.0
93309,28.0,0.0,9950.0,1678.0,1142.0,4187.0
93311,170.0,21.0,4702.0,2423.0,63.0,7091.0
93427,53.0,12.0,670.0,558.0,0.0,703.0
93446,303.0,16.0,6221.0,1314.0,637.0,4165.0
93451,8.0,2.0,523.0,96.0,66.0,413.0
93254,0.0,0.0,96.0,12.0,30.0,76.0
93285,0.0,0.0,521.0,112.0,0.0,0.0
93286,0.0,0.0,1180.0,206.0,503.0,1037.0
93312,159.0,14.0,7234.0,2630.0,124.0,7947.0
93109,40.0,77.0,679.0,1315.0,0.0,810.0
93111,84.0,66.0,1618.0,1684.0,18.0,1890.0
93201,0.0,0.0,119.0,0.0,113.0,140.0
93221,14.0,0.0,2144.0,417.0,334.0,1643.0
93230,31.0,0.0,9734.0,1383.0,1363.0,7040.0
93401,92.0,5.0,1948.0,2453.0,42.0,2468.0
93928,0.0,0.0,10.0,0.0,0.0,52.0
93245,80.0,0.0,4670.0,638.0,404.0,3829.0
93207,0.0,0.0,54.0,26.0,0.0,10.0
93544,15.0,0.0,178.0,29.0,0.0,117.0
93727,111.0,0.0,9930.0,2123.0,1556.0,7858.0
93204,0.0,0.0,1169.0,53.0,549.0,648.0
93238,0.0,0.0,328.0,76.0,0.0,77.0
93266,0.0,0.0,128.0,0.0,172.0,47.0
93428,39.0,0.0,879.0,524.0,22.0,305.0
93434,0.0,0.0,768.0,53.0,112.0,934.0
93440,0.0,0.0,336.0,42.0,138.0,125.0
93535,83.0,0.0,13219.0,1073.0,1565.0,6675.0
93510,65.0,30.0,1174.0,403.0,0.0,669.0
93513,2.0,0.0,378.0,85.0,15.0,128.0
93517,0.0,0.0,92.0,26.0,0.0,21.0
93543,0.0,0.0,2074.0,74.0,362.0,1298.0
93555,15.0,0.0,4748.0,1414.0,346.0,3544.0
93604,0.0,0.0,106.0,45.0,0.0,26.0
93614,52.0,0.0,1861.0,629.0,297.0,1081.0
93625,10.0,0.0,1182.0,115.0,24.0,706.0
93630,38.0,0.0,2797.0,147.0,873.0,2298.0
93631,25.0,0.0,2203.0,518.0,361.0,2313.0
93637,23.0,0.0,5501.0,614.0,857.0,4943.0
93641,0.0,0.0,40.0,0.0,0.0,0.0
93643,0.0,0.0,471.0,149.0,10.0,269.0
93926,26.0,0.0,1102.0,32.0,345.0,1147.0
93932,0.0,0.0,153.0,0.0,13.0,93.0
93953,18.0,27.0,239.0,404.0,7.0,375.0
93003,182.0,11.0,5768.0,3337.0,93.0,4611.0
93023,167.0,25.0,2349.0,2031.0,191.0,1663.0
93103,104.0,21.0,1947.0,1477.0,81.0,1235.0
93108,128.0,56.0,411.0,1444.0,38.0,1126.0
93601,0.0,6.0,524.0,0.0,34.0,173.0
93603,0.0,0.0,0.0,14.0,0.0,0.0
78665,78.0,0.0,4190.0,3315.0,393.0,8132.0
78633,86.0,0.0,3113.0,3349.0,13.0,1783.0
78951,0.0,0.0,0.0,0.0,0.0,0.0
93524,0.0,0.0,11.0,0.0,0.0,0.0
93314,60.0,42.0,3258.0,1441.0,287.0,3655.0
93558,0.0,0.0,78.0,0.0,0.0,0.0
93730,4.0,0.0,855.0,830.0,0.0,1770.0
93449,103.0,0.0,959.0,940.0,0.0,436.0
93723,42.0,0.0,1721.0,192.0,125.0,1519.0
93628,0.0,0.0,0.0,18.0,0.0,81.0
93652,0.0,0.0,36.0,0.0,47.0,7.0
93033,217.0,29.0,10087.0,467.0,2321.0,8221.0
93519,0.0,0.0,0.0,0.0,0.0,0.0
93235,0.0,0.0,445.0,0.0,223.0,235.0
93283,0.0,0.0,749.0,8.0,0.0,143.0
93426,0.0,0.0,253.0,71.0,24.0,205.0
93545,4.0,0.0,298.0,79.0,31.0,179.0
78216,47.0,0.0,5856.0,2331.0,345.0,2657.0
78573,19.0,0.0,3752.0,446.0,1302.0,3746.0
78150,0.0,0.0,0.0,0.0,0.0,0.0
78243,0.0,0.0,10.0,0.0,0.0,0.0
78802,0.0,0.0,0.0,0.0,139.0,0.0
78590,0.0,0.0,61.0,0.0,24.0,6.0
78069,0.0,0.0,858.0,78.0,188.0,449.0
78132,21.0,9.0,3530.0,2301.0,139.0,3863.0
78732,51.0,0.0,550.0,1941.0,0.0,4144.0
78833,0.0,0.0,247.0,31.0,0.0,51.0
78564,0.0,0.0,0.0,0.0,0.0,0.0
78712,0.0,0.0,0.0,0.0,0.0,0.0
78567,0.0,0.0,120.0,17.0,20.0,31.0
78218,0.0,0.0,4940.0,1229.0,495.0,2616.0
78219,0.0,0.0,2537.0,217.0,66.0,813.0
78223,0.0,0.0,9596.0,781.0,887.0,4599.0
78225,0.0,0.0,2392.0,69.0,603.0,811.0
78227,0.0,0.0,7571.0,446.0,812.0,4702.0
78239,0.0,0.0,4311.0,1309.0,433.0,2175.0
78254,6.0,0.0,5795.0,3509.0,238.0,8356.0
78261,35.0,0.0,1378.0,1850.0,59.0,2773.0
78266,29.0,0.0,472.0,1069.0,0.0,948.0
78332,0.0,0.0,5735.0,333.0,631.0,2467.0
78353,0.0,0.0,38.0,0.0,0.0,0.0
78503,23.0,0.0,2181.0,507.0,1197.0,2154.0
78577,35.0,0.0,9371.0,1214.0,2224.0,7358.0
78585,0.0,0.0,53.0,12.0,0.0,45.0
78932,0.0,0.0,108.0,26.0,0.0,43.0
78885,0.0,0.0,9.0,17.0,0.0,0.0
78870,0.0,0.0,170.0,39.0,27.0,85.0
78881,0.0,0.0,394.0,44.0,19.0,338.0
78884,0.0,0.0,238.0,81.0,0.0,74.0
78934,19.0,0.0,1427.0,69.0,57.0,447.0
78935,0.0,0.0,165.0,19.0,63.0,89.0
78541,8.0,0.0,4113.0,889.0,1918.0,4866.0
78591,0.0,0.0,57.0,3.0,0.0,59.0
78535,0.0,0.0,153.0,0.0,112.0,14.0
78677,0.0,0.0,16.0,0.0,0.0,6.0
78419,0.0,0.0,72.0,23.0,0.0,69.0
78705,7.0,0.0,363.0,1143.0,7.0,274.0
78759,54.0,0.0,2582.0,6529.0,46.0,3862.0
78060,0.0,0.0,12.0,18.0,0.0,0.0
78341,0.0,0.0,378.0,111.0,5.0,164.0
78574,16.0,9.0,5609.0,938.0,4104.0,6489.0
78931,0.0,0.0,51.0,17.0,0.0,54.0
78162,0.0,0.0,108.0,0.0,0.0,41.0
78104,0.0,0.0,22.0,0.0,0.0,0.0
78563,0.0,0.0,60.0,13.0,0.0,0.0
78342,0.0,0.0,56.0,0.0,0.0,0.0
78029,0.0,0.0,0.0,0.0,0.0,0.0
78536,0.0,0.0,82.0,0.0,0.0,22.0
78133,9.0,0.0,2986.0,1192.0,50.0,1535.0
78258,132.0,60.0,2515.0,4221.0,92.0,8430.0
78404,36.0,0.0,2754.0,819.0,203.0,1218.0
78580,0.0,0.0,2780.0,134.0,538.0,852.0
78639,0.0,0.0,1319.0,228.0,132.0,676.0
78044,0.0,0.0,63.0,0.0,28.0,0.0
78843,0.0,0.0,0.0,0.0,0.0,0.0
78628,91.0,0.0,4046.0,2391.0,39.0,3356.0
78702,13.0,0.0,2700.0,1649.0,155.0,848.0
78745,44.0,0.0,6855.0,4364.0,276.0,3330.0
78946,0.0,0.0,269.0,17.0,0.0,7.0
78374,14.0,0.0,2476.0,620.0,48.0,2524.0
78542,0.0,0.0,6749.0,994.0,4096.0,7149.0
78335,0.0,0.0,0.0,0.0,0.0,0.0
78009,19.0,0.0,1346.0,350.0,296.0,971.0
78066,0.0,0.0,51.0,21.0,0.0,60.0
78595,0.0,0.0,620.0,45.0,596.0,630.0
78672,0.0,9.0,270.0,19.0,0.0,78.0
78109,0.0,0.0,4982.0,1405.0,328.0,5467.0
87412,0.0,0.0,146.0,0.0,31.0,51.0
87002,0.0,0.0,4027.0,693.0,146.0,1872.0
87012,0.0,0.0,75.0,0.0,37.0,0.0
87413,5.0,0.0,2941.0,433.0,464.0,1421.0
87514,0.0,0.0,269.0,20.0,0.0,76.0
87939,0.0,0.0,21.0,0.0,0.0,15.0
87935,0.0,0.0,408.0,70.0,36.0,41.0
87942,0.0,0.0,175.0,37.0,20.0,114.0
87043,31.0,0.0,604.0,611.0,24.0,376.0
87045,0.0,0.0,310.0,29.0,190.0,68.0
87062,0.0,0.0,148.0,7.0,91.0,0.0
87109,26.0,0.0,5290.0,2966.0,185.0,2791.0
87317,0.0,0.0,268.0,2.0,0.0,129.0
87322,0.0,0.0,50.0,0.0,0.0,17.0
87325,0.0,0.0,682.0,49.0,49.0,192.0
87357,0.0,0.0,117.0,42.0,40.0,65.0
87364,0.0,0.0,281.0,5.0,35.0,55.0
87417,0.0,0.0,908.0,199.0,51.0,676.0
90017,32.0,0.0,2322.0,1004.0,951.0,683.0
90036,122.0,78.0,2289.0,4665.0,57.0,2375.0
90064,210.0,118.0,1440.0,2986.0,66.0,2513.0
90065,204.0,6.0,5202.0,2418.0,731.0,3166.0
90241,197.0,108.0,6425.0,1585.0,442.0,3562.0
90248,91.0,6.0,1910.0,549.0,61.0,868.0
90270,31.0,10.0,3902.0,105.0,841.0,2576.0
76472,0.0,0.0,250.0,103.0,140.0,126.0
76401,16.0,0.0,2729.0,1217.0,278.0,2731.0
76435,0.0,0.0,123.0,15.0,0.0,30.0
76455,0.0,0.0,267.0,5.0,125.0,68.0
76484,0.0,0.0,149.0,16.0,25.0,44.0
76379,0.0,0.0,106.0,24.0,11.0,81.0
76360,0.0,0.0,1040.0,72.0,28.0,116.0
76372,0.0,0.0,269.0,33.0,13.0,116.0
76374,0.0,0.0,582.0,209.0,34.0,373.0
76427,0.0,0.0,251.0,2.0,92.0,61.0
76429,0.0,0.0,29.0,0.0,0.0,0.0
76501,0.0,0.0,2547.0,341.0,218.0,1455.0
76502,0.0,0.0,5072.0,1903.0,431.0,4241.0
76261,0.0,0.0,97.0,14.0,0.0,25.0
76228,0.0,0.0,261.0,26.0,5.0,99.0
76248,99.0,6.0,2948.0,3635.0,28.0,7024.0
76251,0.0,0.0,180.0,9.0,14.0,34.0
76268,0.0,0.0,63.0,6.0,8.0,22.0
76311,0.0,0.0,156.0,132.0,0.0,456.0
76364,0.0,0.0,33.0,11.0,0.0,6.0
76366,0.0,0.0,383.0,36.0,27.0,221.0
76430,0.0,0.0,321.0,126.0,21.0,214.0
76070,0.0,0.0,133.0,4.0,0.0,150.0
76126,12.0,15.0,2896.0,1687.0,51.0,2712.0
76250,0.0,4.0,139.0,80.0,0.0,164.0
76943,0.0,0.0,726.0,42.0,45.0,307.0
76108,40.0,0.0,6601.0,1657.0,513.0,4171.0
76836,0.0,0.0,0.0,0.0,0.0,0.0
76908,0.0,0.0,117.0,18.0,0.0,0.0
76598,0.0,0.0,73.0,5.0,0.0,0.0
76597,0.0,0.0,214.0,15.0,0.0,0.0
76596,0.0,0.0,139.0,4.0,0.0,0.0
76182,122.0,0.0,4078.0,1788.0,192.0,3716.0
76573,0.0,0.0,4.0,0.0,0.0,0.0
76209,0.0,0.0,2536.0,1533.0,253.0,1357.0
76263,0.0,0.0,35.0,0.0,0.0,0.0
76210,118.0,0.0,3982.0,2918.0,163.0,6812.0
76085,0.0,0.0,1611.0,387.0,113.0,1571.0
76244,66.0,0.0,6069.0,4658.0,36.0,14666.0
76061,0.0,0.0,84.0,0.0,0.0,0.0
76084,0.0,0.0,1606.0,208.0,25.0,995.0
76114,15.0,0.0,4263.0,435.0,301.0,2241.0
76120,0.0,0.0,3064.0,487.0,52.0,1212.0
76549,71.0,0.0,4993.0,1237.0,447.0,5126.0
76630,0.0,0.0,247.0,40.0,0.0,145.0
76033,0.0,0.0,4052.0,715.0,192.0,2849.0
76177,0.0,0.0,797.0,455.0,0.0,971.0
76208,0.0,0.0,2205.0,1418.0,154.0,2784.0
76654,0.0,0.0,41.0,3.0,7.0,24.0
76939,0.0,0.0,0.0,4.0,0.0,0.0
76599,0.0,0.0,208.0,10.0,0.0,0.0
76164,0.0,0.0,1874.0,110.0,458.0,1320.0
76129,0.0,0.0,0.0,0.0,0.0,0.0
76957,0.0,0.0,0.0,0.0,0.0,0.0
76041,0.0,0.0,66.0,0.0,0.0,91.0
76082,2.0,0.0,3416.0,362.0,196.0,1928.0
76133,16.0,0.0,9514.0,2351.0,1093.0,4008.0
76258,40.0,0.0,946.0,229.0,74.0,685.0
76650,0.0,0.0,41.0,7.0,0.0,8.0
76508,0.0,0.0,0.0,0.0,0.0,0.0
76820,0.0,0.0,35.0,9.0,0.0,0.0
76008,82.0,12.0,1364.0,1234.0,92.0,2962.0
76006,20.0,0.0,2724.0,1793.0,52.0,1289.0
76011,0.0,0.0,2796.0,520.0,289.0,1053.0
76021,33.0,0.0,4024.0,2576.0,96.0,2634.0
76039,12.0,0.0,3993.0,2038.0,281.0,2888.0
76043,46.0,0.0,1321.0,183.0,52.0,674.0
76052,3.0,0.0,2382.0,877.0,0.0,3930.0
76092,220.0,50.0,1512.0,3419.0,107.0,7263.0
76102,0.0,0.0,933.0,866.0,11.0,114.0
76107,62.0,40.0,3321.0,2390.0,291.0,2123.0
76131,38.0,0.0,4811.0,1382.0,132.0,6173.0
76140,63.0,0.0,5544.0,716.0,844.0,3126.0
76155,0.0,0.0,657.0,521.0,40.0,77.0
76234,3.0,0.0,2635.0,368.0,36.0,1800.0
76259,42.0,0.0,848.0,143.0,0.0,558.0
76262,74.0,40.0,3248.0,2911.0,164.0,5530.0
76273,2.0,0.0,1513.0,372.0,78.0,830.0
76458,0.0,0.0,1342.0,163.0,109.0,347.0
76623,0.0,0.0,20.0,4.0,6.0,29.0
76402,0.0,0.0,0.0,0.0,0.0,0.0
82936,0.0,0.0,0.0,0.0,0.0,0.0
82834,7.0,0.0,1640.0,386.0,137.0,708.0
82845,0.0,0.0,0.0,0.0,0.0,0.0
82901,42.0,0.0,5071.0,940.0,288.0,3964.0
82941,0.0,0.0,986.0,275.0,0.0,710.0
82050,0.0,0.0,45.0,0.0,0.0,24.0
82944,0.0,0.0,0.0,18.0,0.0,22.0
82945,0.0,0.0,71.0,2.0,0.0,40.0
82060,0.0,0.0,29.0,0.0,0.0,103.0
82210,0.0,0.0,62.0,34.0,0.0,5.0
82217,0.0,0.0,0.0,0.0,0.0,0.0
82227,0.0,0.0,36.0,1.0,0.0,17.0
82240,0.0,17.0,1627.0,461.0,97.0,991.0
82301,0.0,0.0,1590.0,219.0,71.0,766.0
82323,0.0,0.0,20.0,5.0,0.0,4.0
82332,0.0,0.0,12.0,0.0,18.0,46.0
82414,0.0,26.0,2666.0,1250.0,47.0,1760.0
82441,0.0,0.0,16.0,8.0,0.0,46.0
82514,0.0,0.0,222.0,29.0,34.0,139.0
82516,0.0,0.0,79.0,9.0,0.0,45.0
82637,0.0,0.0,826.0,158.0,0.0,572.0
82642,0.0,0.0,31.0,0.0,0.0,0.0
82644,0.0,0.0,289.0,0.0,0.0,126.0
82710,0.0,0.0,76.0,11.0,0.0,0.0
82731,0.0,0.0,13.0,0.0,0.0,0.0
82835,0.0,0.0,77.0,17.0,0.0,4.0
82943,0.0,0.0,45.0,24.0,0.0,0.0
82059,0.0,0.0,29.0,0.0,0.0,0.0
82061,0.0,0.0,0.0,0.0,0.0,0.0
82063,0.0,0.0,15.0,12.0,0.0,29.0
82190,0.0,0.0,23.0,53.0,0.0,0.0
82222,0.0,0.0,5.0,0.0,0.0,0.0
82225,0.0,0.0,369.0,35.0,32.0,245.0
82335,0.0,0.0,36.0,17.0,0.0,0.0
82420,0.0,0.0,134.0,26.0,2.0,192.0
82432,0.0,0.0,46.0,0.0,41.0,34.0
82442,0.0,0.0,103.0,48.0,0.0,77.0
82513,0.0,0.0,312.0,171.0,0.0,77.0
82723,0.0,0.0,57.0,36.0,0.0,0.0
82730,4.0,0.0,385.0,59.0,0.0,102.0
82833,0.0,0.0,0.0,0.0,0.0,0.0
82839,0.0,0.0,253.0,39.0,0.0,262.0
82938,0.0,0.0,76.0,0.0,0.0,0.0
82219,0.0,0.0,7.0,0.0,0.0,0.0
82221,0.0,0.0,48.0,11.0,9.0,30.0
82244,0.0,0.0,112.0,11.0,0.0,53.0
82327,0.0,0.0,195.0,21.0,0.0,114.0
82433,0.0,0.0,175.0,43.0,0.0,116.0
82512,0.0,0.0,44.0,5.0,12.0,0.0
82620,0.0,0.0,20.0,35.0,0.0,27.0
82636,26.0,0.0,585.0,169.0,0.0,285.0
82649,0.0,0.0,230.0,31.0,0.0,111.0
82714,0.0,0.0,9.0,29.0,0.0,31.0
82729,0.0,0.0,626.0,100.0,0.0,332.0
82842,0.0,0.0,71.0,65.0,0.0,0.0
82051,0.0,0.0,0.0,0.0,0.0,0.0
82054,0.0,0.0,273.0,0.0,0.0,132.0
82055,0.0,0.0,19.0,14.0,0.0,12.0
82072,0.0,0.0,1004.0,1071.0,0.0,1379.0
82083,0.0,0.0,39.0,6.0,0.0,9.0
82201,0.0,0.0,1184.0,435.0,10.0,818.0
82214,0.0,0.0,275.0,24.0,18.0,90.0
82324,0.0,0.0,37.0,8.0,0.0,57.0
82443,0.0,0.0,723.0,218.0,48.0,303.0
82925,0.0,0.0,16.0,0.0,0.0,0.0
82604,8.0,8.0,4629.0,995.0,0.0,3196.0
82609,0.0,0.0,2174.0,871.0,110.0,1581.0
82633,0.0,0.0,2000.0,264.0,31.0,1310.0
82712,0.0,0.0,45.0,1.0,0.0,0.0
82727,0.0,0.0,270.0,0.0,0.0,319.0
82732,0.0,0.0,663.0,50.0,0.0,224.0
82831,0.0,0.0,40.0,2.0,0.0,25.0
82837,0.0,0.0,8.0,1.0,0.0,0.0
82923,0.0,0.0,35.0,0.0,0.0,90.0
82939,0.0,0.0,368.0,67.0,26.0,244.0
82410,0.0,9.0,467.0,49.0,0.0,199.0
82426,0.0,0.0,499.0,49.0,47.0,205.0
82430,0.0,0.0,33.0,5.0,3.0,14.0
82501,3.0,0.0,3432.0,382.0,104.0,2054.0
82635,0.0,0.0,43.0,0.0,4.0,0.0
82640,0.0,0.0,24.0,0.0,0.0,0.0
85608,0.0,0.0,605.0,24.0,0.0,0.0
85616,0.0,0.0,839.0,208.0,182.0,342.0
85545,0.0,0.0,123.0,0.0,0.0,3.0
85552,0.0,0.0,713.0,296.0,182.0,864.0
85618,0.0,0.0,298.0,9.0,36.0,158.0
85638,0.0,0.0,316.0,68.0,15.0,63.0
85711,0.0,0.0,4857.0,2523.0,764.0,2085.0
85713,3.0,0.0,7127.0,1020.0,794.0,2490.0
85730,0.0,18.0,5780.0,1370.0,405.0,2327.0
85901,0.0,0.0,2853.0,681.0,366.0,1495.0
85925,0.0,0.0,479.0,134.0,0.0,817.0
85012,38.0,0.0,548.0,854.0,10.0,493.0
85016,71.0,22.0,3836.0,2502.0,489.0,2327.0
85029,0.0,0.0,7794.0,1369.0,544.0,3139.0
85037,0.0,0.0,7627.0,983.0,1021.0,5880.0
85041,22.0,0.0,8056.0,1557.0,1952.0,4962.0
85050,62.0,0.0,2771.0,2804.0,44.0,4128.0
85085,54.0,0.0,1757.0,1821.0,0.0,2447.0
85212,109.0,0.0,3198.0,1609.0,361.0,5211.0
85255,211.0,79.0,2386.0,5137.0,94.0,5764.0
85259,85.0,53.0,1747.0,2761.0,158.0,2435.0
85303,13.0,21.0,5153.0,281.0,544.0,3083.0
85309,0.0,0.0,0.0,0.0,0.0,0.0
85344,0.0,0.0,2016.0,195.0,159.0,600.0
85355,46.0,0.0,1526.0,545.0,18.0,1745.0
85535,0.0,0.0,0.0,0.0,0.0,0.0
85536,0.0,0.0,93.0,9.0,0.0,40.0
85645,0.0,0.0,380.0,30.0,0.0,165.0
85650,15.0,0.0,1660.0,1540.0,47.0,1396.0
85716,9.0,0.0,2652.0,2837.0,153.0,1107.0
85204,0.0,0.0,9493.0,1365.0,1452.0,5809.0
85260,166.0,0.0,3578.0,4511.0,67.0,3605.0
85264,0.0,0.0,196.0,14.0,14.0,81.0
85307,0.0,0.0,1627.0,306.0,53.0,1082.0
85308,41.0,3.0,8799.0,4930.0,407.0,6634.0
85310,87.0,0.0,1986.0,1133.0,29.0,2499.0
85322,0.0,0.0,94.0,15.0,0.0,60.0
85325,0.0,0.0,377.0,63.0,0.0,60.0
85337,0.0,0.0,462.0,44.0,186.0,191.0
85340,52.0,19.0,3591.0,2208.0,170.0,5296.0
85003,0.0,8.0,1007.0,635.0,159.0,294.0
85014,37.0,5.0,2938.0,2250.0,255.0,1323.0
85017,6.0,0.0,5310.0,363.0,1715.0,3025.0
85021,29.0,0.0,5990.0,2018.0,759.0,2782.0
85045,16.0,0.0,430.0,723.0,16.0,1205.0
85086,98.0,0.0,4362.0,2932.0,18.0,6023.0
85210,11.0,0.0,5329.0,1041.0,1169.0,2540.0
85262,74.0,123.0,1027.0,1616.0,0.0,686.0
85296,78.0,2.0,3532.0,2534.0,125.0,6634.0
85332,0.0,0.0,322.0,54.0,17.0,145.0
85334,5.0,0.0,171.0,2.0,0.0,71.0
85008,24.0,0.0,7384.0,1323.0,1955.0,2836.0
85022,19.0,21.0,6338.0,3127.0,568.0,2794.0
85023,46.0,5.0,4310.0,1593.0,384.0,2444.0
85024,29.0,0.0,2849.0,1613.0,146.0,1925.0
85032,96.0,0.0,9097.0,3999.0,1182.0,4880.0
85048,87.0,0.0,2425.0,3876.0,150.0,4877.0
85087,0.0,0.0,1373.0,267.0,23.0,668.0
85621,29.0,0.0,3144.0,372.0,494.0,2018.0
85550,0.0,0.0,686.0,85.0,243.0,298.0
85554,3.0,0.0,133.0,12.0,0.0,12.0
88049,0.0,0.0,58.0,0.0,0.0,0.0
88009,0.0,0.0,0.0,3.0,0.0,0.0
88026,0.0,0.0,314.0,25.0,38.0,112.0
88045,0.0,0.0,710.0,88.0,91.0,251.0
88056,0.0,0.0,51.0,0.0,0.0,25.0
88121,0.0,0.0,24.0,6.0,0.0,24.0
88125,0.0,0.0,5.0,5.0,0.0,0.0
88136,0.0,0.0,3.0,0.0,0.0,0.0
88230,3.0,0.0,710.0,84.0,250.0,459.0
88252,0.0,0.0,430.0,0.0,0.0,236.0
88348,0.0,0.0,36.0,5.0,10.0,32.0
88350,0.0,0.0,75.0,0.0,0.0,0.0
88260,0.0,14.0,2336.0,298.0,204.0,2047.0
88345,13.0,0.0,1689.0,437.0,106.0,798.0
88417,0.0,0.0,0.0,0.0,0.0,0.0
