Zipcode,Income Below 75K,Income Over 100K,High School Diploma,Master Degree,Poverty Family,Non Poverty Family
56568,0.0,0.0,56.0,2.0,8.0,5.0
56574,0.0,0.0,53.0,5.0,0.0,23.0
56578,7.0,0.0,127.0,31.0,2.0,92.0
56579,3.0,0.0,294.0,38.0,0.0,128.0
56580,0.0,0.0,298.0,35.0,8.0,202.0
56584,0.0,0.0,377.0,33.0,11.0,183.0
56594,0.0,0.0,76.0,12.0,0.0,66.0
56639,0.0,0.0,64.0,8.0,0.0,48.0
56646,0.0,0.0,85.0,6.0,4.0,84.0
56653,0.0,0.0,353.0,18.0,5.0,123.0
56673,0.0,0.0,142.0,13.0,0.0,90.0
56681,0.0,0.0,65.0,12.0,4.0,18.0
56683,5.0,0.0,129.0,43.0,3.0,81.0
56685,0.0,0.0,37.0,0.0,4.0,2.0
56686,0.0,0.0,293.0,47.0,0.0,95.0
56063,12.0,0.0,503.0,154.0,2.0,289.0
56134,4.0,0.0,100.0,10.0,0.0,40.0
56176,0.0,0.0,211.0,16.0,0.0,133.0
56742,0.0,0.0,212.0,5.0,8.0,106.0
56661,0.0,0.0,218.0,17.0,39.0,124.0
56723,2.0,0.0,174.0,29.0,0.0,127.0
56020,0.0,0.0,23.0,0.0,0.0,11.0
56021,2.0,0.0,199.0,55.0,5.0,141.0
56023,0.0,0.0,160.0,8.0,0.0,59.0
56034,3.0,0.0,129.0,17.0,0.0,73.0
56039,0.0,0.0,216.0,25.0,4.0,155.0
56042,3.0,0.0,136.0,16.0,4.0,53.0
56362,21.0,3.0,1459.0,201.0,2.0,599.0
56364,3.0,0.0,1394.0,119.0,20.0,724.0
56377,30.0,2.0,1815.0,987.0,3.0,2681.0
56436,0.0,0.0,17.0,0.0,0.0,1.0
56441,12.0,0.0,753.0,88.0,37.0,352.0
56442,35.0,0.0,494.0,158.0,0.0,133.0
56450,3.0,0.0,235.0,20.0,0.0,17.0
56453,0.0,1.0,174.0,0.0,0.0,80.0
56456,0.0,0.0,17.0,0.0,0.0,0.0
56464,14.0,0.0,1110.0,112.0,70.0,685.0
56525,0.0,0.0,16.0,14.0,0.0,16.0
56533,0.0,0.0,36.0,1.0,0.0,38.0
56547,4.0,0.0,457.0,88.0,17.0,420.0
56566,0.0,0.0,58.0,6.0,12.0,44.0
56571,0.0,0.0,405.0,80.0,13.0,162.0
56586,1.0,2.0,441.0,65.0,21.0,205.0
56589,8.0,0.0,412.0,50.0,34.0,179.0
56590,0.0,0.0,76.0,6.0,2.0,36.0
56592,0.0,0.0,68.0,7.0,24.0,63.0
56162,0.0,0.0,81.0,3.0,0.0,21.0
56212,0.0,0.0,145.0,11.0,4.0,20.0
56270,1.0,0.0,218.0,19.0,0.0,91.0
56339,2.0,0.0,294.0,30.0,19.0,106.0
56024,5.0,0.0,463.0,75.0,0.0,264.0
56071,28.0,0.0,2036.0,599.0,17.0,2038.0
56113,0.0,0.0,61.0,2.0,10.0,47.0
56147,2.0,0.0,56.0,0.0,0.0,33.0
56230,1.0,0.0,198.0,16.0,0.0,116.0
56001,39.0,3.0,5524.0,2261.0,36.0,3434.0
53031,0.0,0.0,0.0,0.0,0.0,0.0
56389,0.0,0.0,13.0,6.0,0.0,20.0
56668,0.0,0.0,54.0,0.0,0.0,6.0
56658,0.0,0.0,0.0,0.0,0.0,0.0
56541,0.0,0.0,4.0,0.0,0.0,3.0
56125,0.0,0.0,17.0,0.0,0.0,0.0
56741,0.0,0.0,0.0,0.0,0.0,0.0
56560,22.0,0.0,5170.0,1980.0,471.0,3683.0
56636,0.0,0.0,1120.0,114.0,52.0,487.0
56724,0.0,0.0,64.0,3.0,4.0,15.0
56047,0.0,0.0,30.0,20.0,0.0,36.0
56173,0.0,0.0,78.0,5.0,0.0,59.0
56210,0.0,0.0,1.0,0.0,0.0,0.0
56321,0.0,0.0,5.0,45.0,0.0,0.0
56363,0.0,0.0,38.0,2.0,9.0,12.0
56591,0.0,0.0,34.0,0.0,5.0,49.0
56593,0.0,0.0,0.0,0.0,0.0,0.0
56431,18.0,0.0,2350.0,270.0,29.0,657.0
56141,0.0,0.0,62.0,1.0,8.0,28.0
56160,3.0,0.0,50.0,3.0,2.0,22.0
56303,3.0,0.0,3936.0,982.0,281.0,2129.0
56367,11.0,16.0,1187.0,182.0,0.0,1002.0
56484,6.0,2.0,626.0,165.0,19.0,182.0
56543,0.0,0.0,53.0,1.0,4.0,32.0
56627,0.0,0.0,64.0,1.0,0.0,34.0
56577,0.0,0.0,0.0,2.0,0.0,0.0
56146,0.0,0.0,30.0,0.0,0.0,7.0
56652,6.0,0.0,129.0,15.0,2.0,61.0
56701,1.0,0.0,2859.0,191.0,16.0,1233.0
56761,0.0,0.0,130.0,7.0,2.0,23.0
56046,0.0,0.0,36.0,0.0,0.0,2.0
56728,0.0,0.0,313.0,43.0,6.0,100.0
56218,0.0,0.0,123.0,11.0,0.0,47.0
56621,11.0,0.0,1012.0,96.0,75.0,487.0
56629,0.0,0.0,48.0,4.0,0.0,50.0
56174,0.0,0.0,77.0,2.0,4.0,24.0
56222,3.0,0.0,488.0,30.0,8.0,268.0
56227,0.0,0.0,62.0,0.0,0.0,22.0
56256,0.0,2.0,534.0,67.0,35.0,188.0
56260,0.0,0.0,264.0,18.0,16.0,73.0
56273,2.0,3.0,826.0,201.0,19.0,562.0
56277,5.0,0.0,638.0,64.0,12.0,332.0
56278,6.0,0.0,695.0,69.0,15.0,210.0
56292,0.0,0.0,165.0,6.0,1.0,72.0
56301,25.0,0.0,3811.0,1171.0,656.0,2089.0
56311,0.0,0.0,163.0,20.0,0.0,64.0
56318,7.0,0.0,261.0,48.0,0.0,171.0
56332,6.0,0.0,260.0,44.0,35.0,213.0
56336,11.0,0.0,388.0,54.0,0.0,113.0
56353,4.0,0.0,1874.0,246.0,31.0,1199.0
56433,0.0,0.0,438.0,51.0,13.0,107.0
56449,4.0,0.0,444.0,42.0,0.0,338.0
56465,0.0,0.0,443.0,68.0,32.0,180.0
56481,1.0,0.0,483.0,50.0,24.0,208.0
56482,5.0,0.0,1406.0,89.0,15.0,478.0
56527,0.0,0.0,212.0,25.0,45.0,65.0
56531,0.0,0.0,374.0,35.0,11.0,200.0
56536,4.0,0.0,126.0,4.0,3.0,55.0
56542,0.0,0.0,590.0,66.0,53.0,288.0
56567,1.0,0.0,691.0,83.0,18.0,401.0
56572,15.0,0.0,1032.0,198.0,35.0,536.0
56573,7.0,0.0,1274.0,199.0,22.0,716.0
56587,2.0,0.0,281.0,57.0,0.0,144.0
56601,72.0,2.0,4520.0,1634.0,115.0,2614.0
56637,0.0,0.0,69.0,7.0,0.0,21.0
56663,0.0,0.0,22.0,4.0,0.0,11.0
56688,0.0,0.0,29.0,8.0,2.0,3.0
56733,0.0,0.0,81.0,11.0,4.0,44.0
56735,0.0,0.0,166.0,6.0,8.0,82.0
56255,0.0,0.0,86.0,9.0,0.0,36.0
56011,20.0,0.0,1977.0,215.0,15.0,1442.0
56026,1.0,0.0,468.0,37.0,12.0,262.0
56035,0.0,0.0,86.0,19.0,0.0,28.0
56054,0.0,0.0,234.0,19.0,0.0,110.0
56072,1.0,0.0,555.0,51.0,29.0,275.0
56101,0.0,0.0,1268.0,186.0,150.0,485.0
56119,0.0,0.0,212.0,10.0,0.0,131.0
56131,0.0,0.0,595.0,67.0,0.0,232.0
56132,1.0,1.0,148.0,14.0,0.0,19.0
56138,0.0,0.0,194.0,15.0,4.0,90.0
56157,1.0,0.0,157.0,23.0,6.0,94.0
56164,0.0,0.0,1057.0,106.0,18.0,565.0
56167,0.0,0.0,200.0,16.0,0.0,66.0
56168,0.0,0.0,200.0,13.0,2.0,73.0
56180,2.0,0.0,238.0,21.0,45.0,99.0
56201,1.0,0.0,3366.0,739.0,171.0,2135.0
56025,0.0,0.0,121.0,13.0,0.0,58.0
56031,17.0,0.0,3091.0,362.0,58.0,926.0
56041,0.0,0.0,361.0,25.0,0.0,108.0
56051,0.0,0.0,193.0,9.0,2.0,48.0
56074,0.0,0.0,515.0,57.0,0.0,261.0
56075,0.0,0.0,44.0,0.0,0.0,3.0
56090,0.0,0.0,174.0,16.0,0.0,60.0
56097,0.0,0.0,817.0,68.0,36.0,371.0
56122,0.0,0.0,172.0,26.0,6.0,63.0
56140,0.0,0.0,27.0,2.0,0.0,0.0
56155,0.0,0.0,72.0,7.0,12.0,53.0
56159,0.0,0.0,521.0,47.0,37.0,293.0
56166,0.0,0.0,61.0,0.0,0.0,17.0
56170,0.0,0.0,171.0,8.0,4.0,67.0
56181,0.0,0.0,278.0,19.0,20.0,114.0
56185,0.0,0.0,138.0,6.0,0.0,75.0
56209,2.0,0.0,444.0,61.0,14.0,189.0
56226,0.0,0.0,36.0,0.0,0.0,14.0
56285,0.0,0.0,248.0,18.0,3.0,113.0
56262,0.0,0.0,121.0,28.0,17.0,62.0
56274,0.0,0.0,18.0,0.0,0.0,18.0
56283,2.0,0.0,1542.0,148.0,5.0,652.0
56291,3.0,0.0,96.0,7.0,0.0,66.0
56294,0.0,0.0,25.0,0.0,0.0,7.0
56297,0.0,0.0,182.0,6.0,28.0,121.0
56326,3.0,0.0,381.0,18.0,9.0,161.0
56331,7.0,0.0,569.0,47.0,18.0,288.0
56340,7.0,0.0,669.0,31.0,7.0,305.0
56343,4.0,0.0,207.0,31.0,16.0,105.0
56354,0.0,0.0,333.0,48.0,6.0,123.0
56369,0.0,0.0,154.0,0.0,0.0,86.0
56374,7.0,0.0,1235.0,607.0,35.0,906.0
56378,5.0,0.0,1860.0,179.0,101.0,831.0
56379,10.0,0.0,2678.0,472.0,127.0,1550.0
56381,1.0,0.0,528.0,85.0,4.0,209.0
56384,0.0,0.0,74.0,3.0,17.0,39.0
56401,27.0,0.0,5182.0,1185.0,79.0,2908.0
56425,10.0,0.0,1170.0,566.0,9.0,1082.0
56440,0.0,0.0,366.0,16.0,58.0,124.0
56447,7.0,0.0,216.0,33.0,2.0,65.0
56448,0.0,0.0,75.0,9.0,0.0,8.0
56461,13.0,0.0,658.0,130.0,14.0,336.0
56524,0.0,0.0,174.0,17.0,8.0,36.0
56529,0.0,0.0,786.0,222.0,12.0,615.0
56546,0.0,0.0,55.0,2.0,0.0,29.0
56551,0.0,0.0,469.0,47.0,19.0,192.0
56581,0.0,0.0,68.0,1.0,0.0,14.0
56588,0.0,0.0,147.0,17.0,18.0,37.0
56010,0.0,0.0,322.0,20.0,1.0,177.0
56013,3.0,2.0,1244.0,72.0,7.0,345.0
56014,0.0,0.0,171.0,4.0,10.0,55.0
56017,15.0,0.0,360.0,36.0,0.0,275.0
56019,0.0,0.0,248.0,35.0,9.0,99.0
56027,0.0,0.0,235.0,10.0,4.0,53.0
56033,0.0,0.0,77.0,5.0,0.0,34.0
56036,5.0,0.0,591.0,33.0,1.0,180.0
56045,0.0,0.0,213.0,16.0,3.0,156.0
56062,2.0,1.0,700.0,97.0,18.0,319.0
56069,18.0,0.0,981.0,63.0,16.0,547.0
56081,0.0,0.0,1547.0,98.0,58.0,407.0
56087,0.0,0.0,786.0,56.0,4.0,344.0
56098,0.0,0.0,592.0,41.0,24.0,197.0
56110,0.0,0.0,528.0,35.0,8.0,244.0
56096,4.0,2.0,838.0,107.0,13.0,365.0
56678,0.0,0.0,233.0,23.0,4.0,110.0
56713,0.0,0.0,205.0,41.0,5.0,132.0
56732,0.0,0.0,241.0,19.0,6.0,88.0
56736,3.0,0.0,284.0,45.0,5.0,65.0
56751,0.0,0.0,1063.0,184.0,21.0,718.0
56757,1.0,0.0,202.0,26.0,0.0,99.0
56762,0.0,0.0,512.0,88.0,8.0,217.0
56003,9.0,0.0,2340.0,681.0,5.0,1769.0
56009,0.0,0.0,382.0,36.0,0.0,191.0
56032,0.0,0.0,61.0,11.0,1.0,30.0
56068,2.0,0.0,229.0,21.0,0.0,67.0
56570,1.0,0.0,276.0,30.0,15.0,115.0
56549,5.0,0.0,886.0,185.0,6.0,767.0
56553,0.0,0.0,61.0,3.0,0.0,35.0
56556,0.0,0.0,274.0,22.0,18.0,103.0
56576,0.0,0.0,133.0,35.0,21.0,53.0
56585,0.0,0.0,364.0,21.0,5.0,133.0
56650,0.0,0.0,214.0,21.0,14.0,50.0
56660,0.0,0.0,100.0,15.0,0.0,51.0
56671,0.0,0.0,355.0,6.0,17.0,144.0
56252,0.0,0.0,212.0,28.0,2.0,139.0
56282,0.0,1.0,244.0,33.0,4.0,203.0
56284,10.0,0.0,414.0,21.0,6.0,324.0
56295,0.0,0.0,72.0,6.0,0.0,53.0
56304,27.0,0.0,2403.0,628.0,106.0,949.0
56315,5.0,0.0,389.0,36.0,28.0,185.0
56320,13.0,0.0,1649.0,327.0,66.0,1010.0
56330,0.0,0.0,326.0,31.0,7.0,267.0
56342,8.0,0.0,775.0,69.0,20.0,169.0
56359,4.0,0.0,778.0,109.0,11.0,202.0
56368,14.0,0.0,1106.0,110.0,7.0,596.0
56371,0.0,0.0,27.0,2.0,0.0,12.0
56373,11.0,0.0,567.0,85.0,29.0,392.0
56386,4.0,0.0,196.0,13.0,4.0,23.0
56437,0.0,0.0,262.0,28.0,28.0,226.0
56444,4.0,7.0,717.0,132.0,43.0,231.0
56517,0.0,0.0,57.0,5.0,12.0,8.0
56528,2.0,0.0,374.0,67.0,4.0,199.0
56534,0.0,0.0,268.0,30.0,4.0,111.0
56537,15.0,0.0,3100.0,726.0,63.0,1846.0
56540,16.0,0.0,453.0,47.0,36.0,270.0
56178,0.0,0.0,444.0,23.0,13.0,260.0
56187,9.0,0.0,2415.0,306.0,160.0,1356.0
56208,0.0,0.0,527.0,43.0,16.0,116.0
56214,2.0,0.0,214.0,17.0,0.0,73.0
56215,0.0,0.0,967.0,67.0,9.0,439.0
56216,0.0,0.0,139.0,13.0,0.0,62.0
56223,0.0,0.0,270.0,34.0,4.0,127.0
56243,0.0,0.0,376.0,40.0,13.0,211.0
56249,0.0,0.0,88.0,9.0,1.0,34.0
56258,3.0,0.0,2700.0,476.0,38.0,1625.0
56263,1.0,0.0,112.0,6.0,0.0,57.0
56266,0.0,0.0,355.0,30.0,1.0,178.0
56267,3.0,0.0,819.0,151.0,19.0,769.0
56276,0.0,0.0,61.0,13.0,7.0,21.0
56279,0.0,0.0,222.0,28.0,0.0,143.0
56296,0.0,0.0,466.0,46.0,19.0,239.0
56309,2.0,0.0,258.0,25.0,46.0,133.0
56323,0.0,0.0,150.0,3.0,4.0,19.0
56382,3.0,0.0,401.0,24.0,5.0,174.0
56128,13.0,1.0,396.0,60.0,6.0,342.0
56111,0.0,0.0,108.0,4.0,0.0,74.0
56117,2.0,0.0,62.0,4.0,0.0,59.0
56127,0.0,0.0,87.0,8.0,0.0,71.0
56129,0.0,0.0,153.0,8.0,15.0,37.0
56137,0.0,0.0,254.0,13.0,7.0,126.0
56158,0.0,0.0,103.0,14.0,0.0,48.0
56161,0.0,0.0,79.0,13.0,3.0,42.0
56175,3.0,0.0,675.0,50.0,17.0,357.0
56221,0.0,0.0,152.0,5.0,0.0,86.0
56229,0.0,0.0,407.0,75.0,20.0,236.0
56241,0.0,0.0,936.0,82.0,7.0,264.0
56251,0.0,0.0,176.0,11.0,1.0,140.0
56680,0.0,0.0,39.0,7.0,0.0,3.0
56760,0.0,0.0,89.0,0.0,0.0,29.0
56387,13.0,0.0,969.0,167.0,0.0,381.0
56687,0.0,0.0,10.0,4.0,0.0,5.0
56710,0.0,0.0,117.0,13.0,0.0,76.0
56630,1.0,0.0,532.0,49.0,33.0,212.0
56644,1.0,0.0,152.0,19.0,50.0,77.0
56647,0.0,0.0,162.0,40.0,14.0,63.0
56651,0.0,0.0,120.0,5.0,5.0,44.0
56662,0.0,0.0,143.0,25.0,0.0,15.0
56667,2.0,0.0,134.0,25.0,14.0,65.0
56676,0.0,0.0,350.0,45.0,8.0,151.0
56711,0.0,0.0,17.0,0.0,0.0,0.0
56720,0.0,0.0,9.0,0.0,0.0,0.0
56225,0.0,0.0,222.0,11.0,25.0,93.0
56007,0.0,0.0,4736.0,493.0,179.0,1681.0
56028,4.0,0.0,308.0,60.0,9.0,137.0
56037,3.0,0.0,358.0,64.0,12.0,182.0
56232,0.0,0.0,595.0,70.0,18.0,272.0
56235,0.0,0.0,144.0,9.0,0.0,75.0
56236,0.0,0.0,59.0,3.0,4.0,87.0
56244,3.0,0.0,223.0,43.0,28.0,205.0
56248,0.0,0.0,207.0,30.0,0.0,48.0
56257,0.0,0.0,162.0,2.0,0.0,29.0
56265,4.0,0.0,1462.0,223.0,101.0,768.0
56287,0.0,0.0,16.0,0.0,0.0,23.0
56288,25.0,4.0,787.0,241.0,0.0,556.0
56293,0.0,0.0,305.0,34.0,3.0,134.0
56314,0.0,0.0,305.0,16.0,0.0,169.0
56349,0.0,0.0,163.0,10.0,9.0,93.0
56355,0.0,0.0,113.0,6.0,0.0,49.0
56361,4.0,0.0,528.0,48.0,27.0,294.0
56375,2.0,0.0,204.0,25.0,0.0,134.0
56376,0.0,0.0,85.0,3.0,0.0,53.0
56385,0.0,0.0,196.0,12.0,0.0,109.0
56016,13.0,0.0,248.0,6.0,5.0,106.0
56022,0.0,0.0,12.0,0.0,0.0,14.0
56029,0.0,0.0,176.0,15.0,4.0,57.0
56043,0.0,0.0,118.0,6.0,0.0,59.0
56050,0.0,0.0,344.0,56.0,6.0,126.0
56052,0.0,0.0,239.0,16.0,9.0,81.0
56055,5.0,0.0,856.0,121.0,5.0,525.0
56065,2.0,0.0,561.0,87.0,3.0,306.0
56089,0.0,0.0,66.0,1.0,0.0,11.0
56091,0.0,0.0,100.0,7.0,5.0,56.0
56093,4.0,0.0,2396.0,427.0,19.0,1328.0
56545,0.0,0.0,168.0,5.0,2.0,97.0
56726,0.0,0.0,421.0,15.0,4.0,251.0
56737,0.0,0.0,252.0,13.0,3.0,75.0
56544,0.0,0.0,1078.0,176.0,73.0,768.0
56554,3.0,0.0,512.0,104.0,0.0,349.0
56569,1.0,0.0,232.0,18.0,6.0,89.0
56628,10.0,0.0,375.0,120.0,0.0,57.0
56659,0.0,0.0,13.0,5.0,0.0,3.0
56669,0.0,0.0,77.0,7.0,3.0,18.0
56670,0.0,0.0,135.0,0.0,0.0,117.0
56684,0.0,0.0,74.0,3.0,0.0,38.0
56714,0.0,0.0,296.0,10.0,4.0,117.0
56467,2.0,2.0,453.0,124.0,17.0,240.0
56470,36.0,0.0,2128.0,438.0,65.0,943.0
56472,15.0,0.0,1436.0,393.0,43.0,841.0
56473,6.0,0.0,737.0,71.0,78.0,344.0
56479,0.0,0.0,1058.0,103.0,49.0,562.0
56044,0.0,0.0,566.0,39.0,0.0,336.0
56056,0.0,0.0,24.0,2.0,0.0,8.0
56115,1.0,0.0,358.0,31.0,0.0,154.0
56118,0.0,0.0,94.0,9.0,2.0,102.0
56120,0.0,1.0,263.0,9.0,2.0,107.0
56143,0.0,0.0,904.0,178.0,31.0,379.0
56144,0.0,0.0,323.0,9.0,1.0,140.0
56145,0.0,0.0,163.0,10.0,0.0,73.0
56149,1.0,0.0,294.0,24.0,0.0,112.0
56156,20.0,0.0,1212.0,209.0,41.0,774.0
56165,0.0,0.0,109.0,16.0,0.0,46.0
56172,2.0,0.0,687.0,88.0,0.0,287.0
56511,3.0,0.0,390.0,58.0,0.0,213.0
56515,18.0,3.0,487.0,175.0,0.0,264.0
56516,0.0,0.0,57.0,6.0,0.0,28.0
56518,0.0,0.0,95.0,4.0,2.0,43.0
56520,0.0,0.0,540.0,87.0,0.0,319.0
56535,0.0,0.0,311.0,66.0,19.0,164.0
56729,0.0,0.0,29.0,1.0,0.0,19.0
56731,0.0,0.0,11.0,2.0,0.0,16.0
56744,0.0,0.0,116.0,6.0,3.0,44.0
56754,0.0,0.0,152.0,11.0,0.0,44.0
56758,0.0,0.0,130.0,6.0,0.0,62.0
56763,5.0,0.0,1020.0,123.0,28.0,560.0
56153,0.0,0.0,59.0,3.0,0.0,17.0
56078,0.0,0.0,134.0,10.0,0.0,47.0
56080,0.0,0.0,149.0,7.0,11.0,137.0
56088,2.0,0.0,421.0,49.0,6.0,138.0
56177,0.0,0.0,10.0,0.0,0.0,9.0
56219,0.0,0.0,278.0,22.0,0.0,41.0
56228,0.0,0.0,244.0,11.0,0.0,86.0
56231,0.0,0.0,85.0,10.0,12.0,47.0
56237,14.0,0.0,118.0,5.0,23.0,42.0
56240,0.0,0.0,305.0,4.0,36.0,112.0
56245,0.0,5.0,107.0,2.0,0.0,79.0
56253,4.0,0.0,230.0,10.0,5.0,96.0
56271,2.0,0.0,260.0,23.0,4.0,114.0
56280,2.0,0.0,164.0,8.0,1.0,34.0
56316,2.0,0.0,327.0,29.0,8.0,200.0
56319,2.0,0.0,243.0,43.0,2.0,148.0
56324,8.0,0.0,219.0,39.0,3.0,168.0
56325,0.0,0.0,51.0,0.0,0.0,16.0
56334,13.0,0.0,1148.0,268.0,26.0,538.0
56335,0.0,0.0,81.0,2.0,0.0,21.0
56338,3.0,0.0,511.0,54.0,5.0,165.0
56345,7.0,0.0,3429.0,413.0,130.0,1331.0
56347,0.0,0.0,1468.0,129.0,186.0,756.0
56350,0.0,0.0,101.0,6.0,3.0,61.0
56641,0.0,0.0,67.0,6.0,0.0,16.0
56654,0.0,0.0,34.0,0.0,0.0,8.0
56657,3.0,0.0,50.0,12.0,0.0,39.0
56666,0.0,0.0,152.0,0.0,0.0,7.0
56716,0.0,0.0,1625.0,323.0,53.0,739.0
56722,3.0,0.0,79.0,6.0,8.0,43.0
56727,3.0,0.0,156.0,17.0,0.0,54.0
56738,0.0,0.0,305.0,48.0,6.0,207.0
56116,0.0,0.0,142.0,13.0,8.0,131.0
56121,0.0,0.0,161.0,9.0,28.0,69.0
56123,1.0,0.0,131.0,8.0,2.0,42.0
56136,0.0,0.0,315.0,24.0,0.0,104.0
56142,0.0,0.0,204.0,11.0,5.0,84.0
56150,0.0,0.0,720.0,54.0,13.0,305.0
56151,0.0,0.0,228.0,24.0,5.0,124.0
56152,0.0,0.0,342.0,24.0,35.0,178.0
56169,0.0,0.0,182.0,23.0,9.0,89.0
56183,0.0,0.0,364.0,17.0,18.0,130.0
56186,1.0,0.0,82.0,7.0,0.0,33.0
56435,2.0,0.0,559.0,59.0,14.0,245.0
56452,14.0,0.0,481.0,121.0,9.0,110.0
56455,0.0,0.0,397.0,67.0,0.0,246.0
56458,1.0,0.0,68.0,19.0,0.0,25.0
56466,10.0,0.0,682.0,85.0,55.0,189.0
56748,0.0,0.0,178.0,16.0,0.0,120.0
56750,0.0,0.0,588.0,70.0,8.0,234.0
56755,0.0,0.0,18.0,2.0,0.0,11.0
56759,0.0,0.0,98.0,1.0,2.0,22.0
56207,1.0,0.0,85.0,2.0,0.0,39.0
56477,2.0,0.0,574.0,46.0,63.0,357.0
56443,0.0,0.0,297.0,61.0,6.0,102.0
56468,23.0,3.0,602.0,215.0,0.0,483.0
56475,0.0,0.0,355.0,31.0,10.0,180.0
56521,0.0,0.0,167.0,26.0,20.0,116.0
56522,0.0,0.0,67.0,8.0,4.0,53.0
56649,7.0,0.0,2203.0,335.0,51.0,548.0
56626,0.0,0.0,55.0,8.0,0.0,4.0
56633,7.0,0.0,645.0,99.0,30.0,238.0
56634,2.0,0.0,338.0,39.0,12.0,169.0
56655,1.0,0.0,362.0,98.0,1.0,103.0
56672,6.0,0.0,588.0,56.0,29.0,100.0
56548,0.0,0.0,127.0,16.0,10.0,84.0
56550,0.0,0.0,112.0,16.0,31.0,29.0
56557,2.0,0.0,514.0,43.0,24.0,182.0
56565,0.0,0.0,14.0,0.0,0.0,0.0
56575,1.0,0.0,158.0,20.0,7.0,38.0
56583,0.0,0.0,32.0,4.0,0.0,13.0
56623,0.0,0.0,768.0,43.0,0.0,207.0
56139,0.0,0.0,93.0,13.0,1.0,65.0
56434,0.0,0.0,50.0,0.0,24.0,71.0
56438,4.0,0.0,652.0,44.0,17.0,322.0
56446,0.0,0.0,364.0,18.0,53.0,141.0
56721,10.0,0.0,1554.0,447.0,22.0,1210.0
56715,0.0,0.0,116.0,4.0,1.0,68.0
56725,0.0,0.0,196.0,32.0,11.0,133.0
56734,0.0,0.0,149.0,26.0,0.0,12.0
56756,0.0,0.0,215.0,1.0,4.0,82.0
56211,0.0,0.0,126.0,7.0,0.0,42.0
56220,4.0,0.0,750.0,49.0,10.0,350.0
56224,1.0,0.0,130.0,0.0,6.0,39.0
56239,0.0,0.0,108.0,28.0,0.0,96.0
56264,2.0,0.0,510.0,50.0,34.0,287.0
56281,0.0,0.0,93.0,20.0,4.0,73.0
56289,1.0,0.0,145.0,22.0,0.0,83.0
56307,7.0,6.0,1290.0,68.0,40.0,691.0
56308,18.0,0.0,4523.0,1001.0,42.0,2744.0
56310,3.0,0.0,1231.0,161.0,0.0,758.0
56312,6.0,0.0,615.0,42.0,27.0,340.0
56313,0.0,0.0,23.0,0.0,2.0,0.0
56327,2.0,0.0,153.0,25.0,6.0,113.0
56328,0.0,0.0,62.0,0.0,0.0,17.0
56329,13.0,0.0,1704.0,171.0,38.0,1076.0
56352,6.0,17.0,1404.0,96.0,57.0,958.0
56356,0.0,0.0,92.0,1.0,2.0,29.0
56357,10.0,0.0,277.0,24.0,0.0,205.0
56358,10.0,0.0,777.0,59.0,17.0,378.0
56360,6.0,2.0,1019.0,110.0,29.0,429.0
56171,1.0,0.0,447.0,50.0,4.0,205.0
56060,0.0,0.0,123.0,10.0,18.0,27.0
56048,11.0,0.0,840.0,133.0,24.0,559.0
56057,0.0,1.0,938.0,85.0,57.0,333.0
56058,0.0,0.0,1042.0,124.0,64.0,595.0
56073,20.0,0.0,3695.0,455.0,32.0,1677.0
56082,14.0,0.0,1950.0,646.0,86.0,1301.0
56083,1.0,0.0,283.0,8.0,14.0,78.0
56085,15.0,0.0,1313.0,51.0,19.0,622.0
56114,0.0,0.0,83.0,9.0,0.0,28.0
56469,2.0,0.0,351.0,26.0,8.0,95.0
56474,14.0,0.0,993.0,87.0,51.0,278.0
56501,13.0,0.0,3045.0,595.0,51.0,1698.0
56510,0.0,0.0,586.0,39.0,9.0,306.0
55604,4.0,14.0,422.0,315.0,8.0,218.0
55436,110.0,11.0,666.0,1704.0,8.0,1762.0
55441,3.0,1.0,1854.0,1743.0,65.0,1918.0
55450,0.0,0.0,0.0,0.0,0.0,0.0
55607,0.0,0.0,23.0,14.0,0.0,9.0
55703,0.0,0.0,175.0,32.0,0.0,63.0
55705,0.0,0.0,677.0,99.0,59.0,264.0
55748,0.0,0.0,275.0,32.0,5.0,113.0
55750,0.0,0.0,593.0,46.0,14.0,130.0
55752,0.0,0.0,75.0,7.0,0.0,3.0
55790,0.0,0.0,389.0,100.0,14.0,74.0
55793,0.0,0.0,127.0,28.0,5.0,68.0
55344,8.0,0.0,1353.0,1706.0,82.0,1021.0
55353,2.0,0.0,776.0,62.0,9.0,513.0
55355,23.0,0.0,2169.0,311.0,54.0,1010.0
55360,9.0,0.0,475.0,104.0,2.0,386.0
55382,3.0,0.0,828.0,120.0,3.0,582.0
55367,2.0,0.0,267.0,20.0,4.0,116.0
55370,10.0,0.0,180.0,19.0,0.0,68.0
55372,103.0,6.0,4058.0,1939.0,125.0,5193.0
55388,10.0,5.0,1028.0,216.0,18.0,963.0
55389,9.0,0.0,642.0,25.0,0.0,343.0
55408,63.0,0.0,2693.0,2390.0,297.0,1142.0
55423,13.0,0.0,4855.0,2589.0,272.0,3086.0
55431,27.0,0.0,2687.0,1259.0,51.0,1076.0
55447,46.0,0.0,1759.0,2256.0,33.0,2217.0
55713,0.0,0.0,286.0,23.0,0.0,55.0
55448,0.0,0.0,5002.0,1536.0,73.0,2650.0
55612,2.0,0.0,87.0,47.0,0.0,22.0
55716,0.0,0.0,91.0,0.0,0.0,41.0
